시군구코드,연도,시군구명,대졸인구비율,대졸인구비율등급,여성종사자비율,여성종사자비율등급,20세미만인구성장률,20세미만인구성장률등급,투표율,투표율등급,재정자립도,재정자립도등급,경제활동인구대비종사자수,경제활동인구대비종사자수등급,1인당지역내총생산,1인당지역내총생산등급,특허출원건수,특허출원건수등급,1인당주민세,1인당주민세등급,1인당공원면적,1인당공원면적등급,도로밀도,도로밀도등급,1만인당공무원수,1만인당공무원수등급,건축허가면적증감률,건축허가면적증감률등급,주민등록인구전출입률,주민등록인구전출입률등급,폐기물재활용률,폐기물재활용률등급,1만인당사회복지시설수,1만인당사회복지시설수등급,1만인당문화체육시설수,1만인당문화체육시설수등급,1만인당축제건수,1만인당축제건수등급,비영리단체수,비영리단체수등급
11260,2016,서울특별시 중랑구,,,50.41,6,-5.1,10,,,23.26,5,0.25,4,9764.25,1,398,4,10.09,1,5.77,1,15.37,7,31.08,3,30.62,6,-1.04,10,89.82,6,5.74,1,13.54,4,0,1,30,4
11290,2016,서울특별시 성북구,,,51.08,6,-3.06,10,,,25.55,5,0.26,4,11584.66,2,2035,7,10.36,1,7.3,1,25.68,7,32.76,3,-26.29,1,-2.31,10,93.3,6,5.35,1,12.69,4,0.01,1,56,6
11305,2016,서울특별시 강북구,,,55.03,6,-5.9,10,,,22.77,5,0.22,3,8649.73,1,247,2,7.62,1,4.75,1,5.29,6,37.03,3,-27.56,1,-1.27,10,91.31,6,5.83,1,15.26,5,0.01,1,52,6
11320,2016,서울특별시 도봉구,,,50.21,6,-5.06,10,,,23.84,5,0.2,3,8089.29,1,265,2,8.38,1,6.5,1,8.88,6,34.92,3,-18.61,1,-1.08,10,90.58,6,6.58,1,11.94,4,0,1,41,5
11350,2016,서울특별시 노원구,,,54.52,6,-4.72,10,,,19.21,5,0.21,3,9325.13,1,1064,6,9.28,1,3.33,1,7.22,6,26.48,2,36.74,6,-1.57,10,82.27,6,6.12,1,10.84,4,0.01,1,50,5
11380,2016,서울특별시 은평구,,,54.98,6,-4.58,10,,,23.68,5,0.19,2,7995.97,1,521,5,7.46,1,7.13,1,4.83,6,28.8,2,-79.16,10,-1.64,10,92.34,6,4.95,1,12.17,4,0.01,1,76,6
11410,2016,서울특별시 서대문구,,,51.54,6,1.97,10,,,30.07,6,0.4,5,23718.49,5,1320,6,25.12,5,4.84,1,19.95,7,39.66,4,-45.13,10,0.29,7,89.53,6,5.32,1,13.29,4,0.03,5,82,6
11440,2016,서울특별시 마포구,,,45.05,6,-3.99,10,,,40.91,6,0.82,6,43053.64,6,2043,7,52.79,6,8.41,2,20,7,36.95,3,-12.73,1,-2.67,10,89.53,6,5.66,1,12.43,4,0,1,173,7
11470,2016,서울특별시 양천구,,,46.26,6,-3.54,10,,,30.65,6,0.26,4,12605.84,2,667,5,13.26,2,3.58,1,19.19,7,28.27,2,44.27,6,-1.89,10,87.59,6,5.7,1,15.71,5,,0,47,5
11500,2016,서울특별시 강서구,,,45.24,6,-2.17,10,,,25.56,5,0.42,5,18035.25,4,753,6,24.95,5,5.92,1,11.49,7,26.24,2,-42.75,10,0.48,7,71.73,5,5.5,1,14.03,4,0.01,1,46,5
11530,2016,서울특별시 구로구,,,42.11,6,-3.09,10,,,26.61,5,0.62,6,28654.96,5,1651,7,33.36,5,2.57,1,32.02,7,29.2,2,53.72,6,-1.72,10,85.52,6,6.32,1,15.36,5,0.01,1,50,5
11545,2016,서울특별시 금천구,,,36.79,5,-4.94,10,,,31.31,6,1.23,7,63746.14,6,2023,7,74.64,7,0.42,1,19.86,7,45.76,4,-58.2,10,-0.7,10,88.14,6,5.3,1,17.46,5,0.11,7,31,4
11560,2016,서울특별시 영등포구,,,40.8,5,-4.36,10,,,45.15,6,1.26,7,74745.62,7,10469,7,145.63,7,2.24,1,14.77,7,34.84,3,6.2,1,-2.83,10,90.1,6,7.42,1,23.09,6,,0,133,7
11590,2016,서울특별시 동작구,,,50.95,6,-3.02,10,,,33.14,6,0.3,4,12929.79,2,1190,6,17.39,4,11.4,4,23.94,7,32.07,3,-14.16,1,-0.45,10,94.56,6,4.94,1,13.07,4,0,1,75,6
11620,2016,서울특별시 관악구,,,48.75,6,-4.79,10,,,24.8,5,0.22,3,10571.61,1,1250,6,10.34,1,1.78,1,12.2,7,28.2,2,18.91,5,-0.98,10,91.31,6,4.34,1,10.61,4,0.01,1,69,6
11650,2016,서울특별시 서초구,,,38.81,5,-2.25,10,,,63.6,7,1.3,7,65952.89,6,6368,7,103.11,7,5.02,1,8.32,6,33.72,3,-15.63,1,-0.71,10,88.59,6,4.19,1,20,5,0,1,117,7
11680,2016,서울특별시 강남구,,,42.85,6,-3.46,10,,,65.05,7,1.66,7,105766.05,7,4433,7,151.14,7,8.09,2,15.33,7,27.49,2,20.22,5,-2.4,10,78.72,5,4.35,1,27.95,6,,0,103,6
11710,2016,서울특별시 송파구,,,39.76,5,-3.84,10,,,48.93,6,0.58,6,33446.6,5,1693,7,36.97,6,3.31,1,12.56,7,23.32,1,135.5,7,-1.06,10,90.74,6,4.04,1,10.67,4,0.04,5,75,6
11740,2016,서울특별시 강동구,,,46.74,6,-6.99,10,,,32.95,6,0.36,5,16716,3,493,5,19.48,4,7.96,2,14.78,7,30.34,3,-17.23,1,-3.73,10,94.76,6,4.68,1,16.06,5,0,1,49,5
26110,2016,부산광역시 중구,,,41.53,5,-7.88,10,,,27.63,6,1.93,7,62991.64,6,40,1,90.41,7,119.15,7,7.51,6,105.58,6,15.39,4,-1.08,10,78.57,5,10.06,1,33.23,6,0,1,49,5
26140,2016,부산광역시 서구,,,51.37,6,-5.86,10,,,15.69,4,0.45,5,19838.63,4,70,1,33.89,6,16.84,5,5.9,6,54.5,5,-61.25,10,-2.36,10,89.02,6,9.43,1,10.07,3,0.01,1,24,3
26170,2016,부산광역시 동구,,,47.05,6,-7.38,10,,,16.16,4,1.06,7,54614.64,6,78,1,50.62,6,0.81,1,9.48,7,66.62,5,121.28,7,-2.16,10,94.98,6,11.61,1,14.89,5,0.43,7,88,6
26200,2016,부산광역시 영도구,,,37.96,5,-6.5,10,,,12.48,3,0.37,5,15313.77,3,230,1,20.28,4,6.89,1,6.89,6,46.98,4,6.19,1,-2.06,10,85.8,6,8.97,1,13.69,4,0.01,1,14,1
26230,2016,부산광역시 부산진구,,,50.58,6,-4.8,10,,,24.11,5,0.51,6,21116.65,4,456,4,23.26,5,16.51,5,8.02,6,24.69,1,44.32,6,-1.48,10,94.9,6,8.05,1,17.02,5,,0,147,7
26260,2016,부산광역시 동래구,,,50.01,6,-2.02,10,,,23.81,5,0.36,5,12104.47,2,234,1,14.33,3,18.72,5,5.49,6,25.19,2,-73.61,10,-0.22,10,95.9,6,7.51,1,12.26,4,0,1,64,6
26290,2016,부산광역시 남구,,,42.07,6,-3.31,10,,,29.93,6,0.31,4,20454.84,4,608,5,20.97,4,8.94,3,4.9,6,26.09,2,19.72,5,-1.62,10,91.64,6,7.69,1,12.3,4,0,1,43,5
26320,2016,부산광역시 북구,,,57.61,6,-2.55,10,,,16.82,4,0.18,2,7930.08,1,314,3,10.56,1,2.69,1,3.14,5,23.76,1,-23.88,1,-0.41,10,96.09,6,6.67,1,11.11,4,0.01,1,36,5
26350,2016,부산광역시 해운대구,,,51.7,6,-3.31,10,,,31.08,6,0.36,5,15433.19,3,651,5,20.09,4,7.71,2,3.51,5,22.84,1,-6.36,1,-0.93,10,80.48,6,7.28,1,15.71,5,0,1,55,6
26380,2016,부산광역시 사하구,,,41.72,6,-4.2,10,,,19.73,5,0.37,5,18111.75,4,610,5,23.1,5,2.73,1,4.53,6,24.32,1,19.13,5,-1.17,10,80.02,6,6.76,1,12.48,4,0.01,1,36,5
26410,2016,부산광역시 금정구,,,40.9,5,-4.85,10,,,23.97,5,0.4,5,18512.12,4,651,5,19.83,4,5.43,1,3.39,5,30.03,3,-30.13,10,-0.54,10,94.36,6,7.35,1,14.46,5,0.01,1,62,6
26440,2016,부산광역시 강서구,,,24.27,4,22.13,8,,,49.62,6,1.48,7,115572.53,7,697,5,128.08,7,148.06,7,4.06,5,50.14,5,-19.32,1,12.08,7,79.3,5,16.51,3,24.81,6,0,1,12,1
26470,2016,부산광역시 연제구,,,49.87,6,-4.04,10,,,22.51,5,0.49,6,29035.9,5,194,1,20.29,4,0.41,1,4.68,6,30.17,3,133.43,7,-1.89,10,95.53,6,7.59,1,13.03,4,0.12,7,72,6
26500,2016,부산광역시 수영구,,,46.23,6,-4.3,10,,,25.63,5,0.34,5,14518.84,3,152,1,16.2,3,0.93,1,12.02,7,31.91,3,96.22,7,-0.47,10,95.19,6,6.54,1,13.72,4,0.06,6,42,5
26530,2016,부산광역시 사상구,,,38.01,5,-6.6,10,,,24.55,5,0.6,6,27508.38,5,586,5,28.72,5,3.11,1,4.79,6,28.88,2,-11.91,1,-2.27,10,87.72,6,7.23,1,15.59,5,0.01,2,37,5
26710,2016,부산광역시 기장군,,,39.22,5,2.89,9,,,36.73,6,0.49,6,33041.08,5,419,4,31.58,5,126.88,7,3.04,5,43.68,4,-25.07,1,2.7,7,78.61,5,21.36,4,25.38,6,0,1,11,1
27110,2016,대구광역시 중구,,,57.06,6,-3.71,10,,,31.08,6,1.36,7,55968.55,6,120,1,57.88,6,0.69,1,12.19,7,76.65,6,-65.15,10,-1.77,10,90.83,6,10.99,1,32.32,6,0.76,7,99,6
27140,2016,대구광역시 동구,,,44.83,6,-2.51,10,,,19.08,5,0.36,5,15869.06,3,474,4,19.85,4,6.05,1,2.19,3,26.26,2,-26.99,1,0.27,7,89.2,6,8.89,1,13.04,4,0.01,1,48,5
27170,2016,대구광역시 서구,,,41.89,6,-8.31,10,,,18.57,5,0.42,5,17087.78,4,231,1,21.36,4,2.9,1,7.75,6,35.9,3,66.19,7,-3.19,10,76.22,5,7.72,1,12.24,4,0.02,3,26,4
27200,2016,대구광역시 남구,,,51.99,6,-8.12,10,,,14.44,4,0.34,5,14138.95,3,171,1,18.68,4,0.66,1,6.64,6,40.04,4,-48.47,10,-2.74,10,86.83,6,8.99,1,10.93,4,0.29,7,66,6
27230,2016,대구광역시 북구,,,43.01,6,-4.24,10,,,21.57,5,0.38,5,20058.33,4,1209,6,16.24,3,4.09,1,3.23,5,22.26,1,126.29,7,-0.97,10,79.92,6,8.32,1,12.78,4,0.01,1,45,5
27260,2016,대구광역시 수성구,,,47.15,6,-4.3,10,,,28.29,6,0.33,5,15721.55,3,487,5,12.65,2,9.04,3,2.47,4,23.34,1,55.25,6,-1.18,10,89.94,6,7.1,1,16.16,5,0,1,65,6
27290,2016,대구광역시 달서구,,,43.55,6,-5.27,10,,,26.21,5,0.38,5,18928.56,4,1193,6,22.08,4,4.28,1,4.88,6,18.45,1,-34.51,10,-2.17,10,66.54,5,6.08,1,15.2,5,,0,57,6
27710,2016,대구광역시 달성군,,,33.58,5,12.36,8,,,42.71,6,0.51,6,32231.5,5,849,6,39.63,6,27.22,6,1.31,1,38.38,4,-34.05,10,11.09,7,75.41,5,16.32,3,17.77,5,0.01,1,17,1
28110,2016,인천광역시 중구,,,38.8,5,0.08,10,,,50.91,6,0.97,7,118373.59,7,110,1,127.94,7,0.92,1,0.99,1,50.29,5,-26.87,1,0.33,7,164.34,7,9.02,1,19.69,5,0.3,7,49,5
28140,2016,인천광역시 동구,,,30.58,5,-5.81,10,,,22.5,5,0.56,6,40856.24,6,353,3,57.01,6,0.93,1,7.31,6,63.36,5,81.15,7,-2.27,10,122.96,6,8.48,1,12.73,4,0.16,7,17,1
28170,2016,인천광역시 미추홀구,,,47.59,6,0.34,10,,,19.94,5,0.3,4,13850.54,3,669,5,15.24,3,1.49,1,13.83,7,21.9,1,77.06,7,2.71,7,147.53,6,5.74,1,20.5,5,0.02,3,126,7
28185,2016,인천광역시 연수구,,,43.13,6,1.58,10,,,41.53,6,0.35,5,26302.11,5,1196,6,31.7,5,1.59,1,2.54,4,16.95,1,-28.88,10,2.44,7,137.84,6,6.05,1,11.42,4,0.02,3,68,6
28200,2016,인천광역시 남동구,,,41.47,5,-2.72,10,,,33.07,6,0.5,6,29220.23,5,1343,6,30.75,5,3.79,1,7.01,6,12.31,1,-8.99,1,-0.57,10,209.15,7,5.42,1,16.06,5,0.01,1,178,7
28237,2016,인천광역시 부평구,,,46.14,6,-4.18,10,,,23.3,5,0.32,4,17134.16,4,840,6,24.59,5,1.3,1,28.1,7,14.57,1,123.25,7,-1.53,10,154.35,6,5.63,1,16.9,5,0.01,2,96,6
28245,2016,인천광역시 계양구,,,50.3,6,-6.15,10,,,23.58,5,0.25,4,11617.7,2,348,3,12.46,2,2.68,1,5.47,6,23.86,1,-42.77,10,-1.58,10,207.26,7,7.36,1,13.59,4,,0,38,5
28260,2016,인천광역시 서구,,,37.13,5,-1.59,10,,,40.64,6,0.4,5,38416.96,6,1070,6,27.92,5,7.47,2,6.14,6,14.37,1,-4.31,1,0.6,7,272.61,7,7.02,1,15.51,5,0.01,1,55,6
28710,2016,인천광역시 강화군,,,46,6,-1.29,10,,,15.3,4,0.29,4,15775.03,3,57,1,9.36,1,0.51,1,0.23,1,108.54,6,22.93,5,1.22,7,245.93,7,46.15,6,30.6,6,1.6,7,30,4
28720,2016,인천광역시 옹진군,,,32.74,5,-1.03,10,,,19.23,5,0.28,4,20120.56,4,4,1,40.5,6,,0,0.02,1,216.34,7,-46.68,10,2.09,7,142.25,6,44.42,6,34.25,6,,0,2,1
29110,2016,광주광역시 동구,,,55.26,6,-6.18,10,,,14.69,4,0.76,6,30380.82,5,344,3,42,6,3.38,1,2.21,3,47.29,4,-14.4,1,-2.93,10,105.71,6,4.01,1,31.96,6,0.03,5,149,7
29140,2016,광주광역시 서구,,,44.55,6,-2.83,10,,,23.55,5,0.52,6,29578.3,5,342,3,33.63,5,17.42,5,4.48,5,18.66,1,48.62,6,1.17,7,120.28,6,2.25,1,17.61,5,,0,109,7
29155,2016,광주광역시 남구,,,48.38,6,-4.46,10,,,13.49,4,0.29,4,12567.22,2,211,1,13.31,2,8.93,3,3.28,5,23.83,1,284.28,7,-0.86,10,114.34,6,4.15,1,16.75,5,0.01,1,95,6
29170,2016,광주광역시 북구,,,44.18,6,-4.96,10,,,14.07,4,0.38,5,18454.59,4,1470,7,19.41,4,19,5,3.33,5,16.93,1,40.88,6,-1.5,10,115.69,6,1.92,1,18.77,5,,0,173,7
29200,2016,광주광역시 광산구,,,39.36,5,-2.06,10,,,21.44,5,0.43,5,27176.96,5,954,6,34.45,6,11.22,4,1.87,3,17.47,1,35.09,6,-0.05,1,115.51,6,1.83,1,13.72,4,0,1,66,6
30110,2016,대전광역시 동구,,,43.79,6,-4.58,10,,,14.14,4,0.31,4,14290.93,3,359,4,18.08,4,2.23,1,1.77,2,23.73,1,-21.34,1,-2.09,10,74.08,5,9.48,1,14.54,5,,0,71,6
30140,2016,대전광역시 중구,,,51.81,6,-5.09,10,,,18.21,5,0.43,5,16625.69,3,278,2,24.68,5,1.95,1,3.53,5,23.37,1,-44.64,10,-1.59,10,64.04,5,8.24,1,13.99,4,0.02,4,189,7
30170,2016,대전광역시 서구,,,50.64,6,-3.22,10,,,24.02,5,0.39,5,18212.62,4,788,6,19.42,4,13.38,4,3,4,14.02,1,-28.49,10,-0.44,10,60.41,5,5.89,1,16.68,5,0,1,166,7
30200,2016,대전광역시 유성구,,,37.92,5,-1.11,10,,,36.32,6,0.48,6,33885.16,5,8615,7,55.95,6,13.16,4,2.21,3,16.07,1,1567.43,7,1.5,7,60.16,5,6.25,1,16.44,5,0,1,69,6
30230,2016,대전광역시 대덕구,,,33.23,5,-7.24,10,,,20.8,5,0.52,6,40565.03,6,769,6,54.88,6,6.95,1,3.7,5,27.21,2,-13.18,1,-2.42,10,42.83,4,9.03,1,16.75,5,0.01,1,50,5
31110,2016,울산광역시 중구,,,50.26,6,-2.95,10,,,20.68,5,0.21,3,16562.4,3,163,1,12.91,2,14.41,4,5.31,6,20.13,1,99.39,7,-1.27,10,81.82,6,3.55,1,14.96,5,0,1,83,6
31140,2016,울산광역시 남구,,,41.91,6,-4.19,10,,,38.86,6,0.59,6,74036.48,7,525,5,50.3,6,34.88,6,3.98,5,16.11,1,39.08,6,-1.32,10,75.44,5,5.58,1,20.88,5,0,1,164,7
31170,2016,울산광역시 동구,,,24.67,4,-0.91,10,,,30.94,6,0.55,6,59594.29,6,735,6,108.39,7,26.1,6,3.71,5,23.9,1,-54.31,10,-1.07,10,69.9,5,5.84,1,15.43,5,0,1,32,4
31200,2016,울산광역시 북구,,,24.97,4,-0.97,10,,,33.59,6,0.61,6,79343,7,278,2,127.54,7,21.49,5,1.57,2,24.09,1,71.96,7,1.38,7,77.45,5,8.35,1,16.13,5,0,1,34,4
31710,2016,울산광역시 울주군,,,27.23,4,-4.36,10,,,44.76,6,0.6,6,77811.17,7,720,6,66.35,6,62.36,7,0.8,1,29.9,3,-20.86,1,-0.39,10,70.31,5,2.13,1,17.91,5,0,1,31,4
36110,2016,세종특별자치시 세종시,,,40.14,5,20.11,8,,,59.01,7,0.36,5,,0,548,5,29.04,5,92.98,7,6.26,6,11.88,1,79.69,7,12.27,7,231.41,7,20.32,4,8.88,3,0,1,24,3
41110,2016,경기도 수원시,,,45.16,6,-2.18,10,,,60.94,7,0.38,5,24900.5,5,9927,7,36.88,6,14.15,4,12.83,7,24.75,1,-41.3,10,0.19,7,85.16,6,5.41,1,17.46,5,0,1,343,7
41130,2016,경기도 성남시,,,41.61,5,-2.25,10,,,61.91,7,0.55,6,28603.61,5,7421,7,45.6,6,19.28,5,9.55,7,28.64,2,-50.03,10,-0.21,10,79.57,6,5.43,1,15.66,5,0,1,160,7
41150,2016,경기도 의정부시,,,52.93,6,-2.77,10,,,34.05,6,0.28,4,16917.42,3,318,3,11.75,2,8.44,2,8.83,6,27.43,2,7.09,1,0.77,7,87.34,6,8.62,1,17.05,5,0.01,1,93,6
41170,2016,경기도 안양시,,,42.65,6,-3.69,10,,,54.38,7,0.49,6,28909.12,5,2615,7,25.51,5,14.09,4,10.62,7,31.22,3,52.98,6,-0.54,10,88.76,6,7.51,1,17.61,5,0,1,97,6
41190,2016,경기도 부천시,,,47.71,6,-3.31,10,,,47.55,6,0.37,5,20090.83,4,1520,7,18.27,4,7.82,2,16.46,7,27.19,2,-19.35,1,-0.14,10,86.2,6,3.63,1,14.66,5,0.01,1,106,7
41210,2016,경기도 광명시,,,43.93,6,-4.42,10,,,46.87,6,0.3,4,19782.54,4,427,4,21.4,4,10.88,3,13.3,7,29.97,3,139.83,7,-2.14,10,75.9,5,17.3,3,13.69,4,0.01,2,34,4
41220,2016,경기도 평택시,,,34.77,5,0.55,10,,,46.17,6,0.57,6,48937.96,6,1561,7,52.16,6,30.44,6,3.99,5,39.41,4,18.91,5,1.7,7,90.53,6,7.5,1,12.48,4,0,1,79,6
41250,2016,경기도 동두천시,,,51.55,6,-0.72,10,,,21.86,5,0.31,4,16767.36,3,82,1,15.72,3,17.61,5,2.53,4,59.72,5,-44.08,10,0.21,7,61.94,5,9.29,1,15,5,0.01,1,21,3
41270,2016,경기도 안산시,,,37.55,5,-4.42,10,,,48.07,6,0.52,6,35836.94,6,2664,7,40.64,6,13.62,4,10.18,7,27.04,2,44.16,6,-1.61,10,72.58,5,4.16,1,16.91,5,0,1,130,7
41280,2016,경기도 고양시,,,46.65,6,-2.92,10,,,50.19,6,0.34,5,18630.59,4,1828,7,14.05,3,9.5,3,7.73,6,26.62,2,-45.5,10,0.79,7,76.43,5,4.75,1,15.75,5,0,1,194,7
41290,2016,경기도 과천시,,,40.16,5,-8.45,10,,,48.19,6,0.55,6,47833.5,6,447,4,59.42,6,122.87,7,5.34,6,81.41,6,-90.62,10,-8.73,10,84.45,6,20.33,4,15.87,5,0.01,1,28,4
41310,2016,경기도 구리시,,,48.99,6,-1.7,10,,,40.02,6,0.37,5,20426.27,4,143,1,14.86,3,19.08,5,10.86,7,36.49,3,-30.36,10,3.25,7,76.32,5,8.45,1,13.01,4,0.01,1,33,4
41360,2016,경기도 남양주시,,,44.32,6,-1.01,10,,,40.35,6,0.27,4,12998.38,2,923,6,10.48,1,10.68,3,3.6,5,27.71,2,87.6,7,0.9,7,86.2,6,4.89,1,15.85,5,,0,81,6
41370,2016,경기도 오산시,,,47.36,6,-1.81,10,,,45.59,6,0.33,5,25787.71,5,321,3,21.22,4,14.97,5,11.27,7,29.38,2,-23.19,1,0.06,5,82.31,6,40.86,6,16.84,5,0,1,31,4
41390,2016,경기도 시흥시,,,33.1,5,-2.54,10,,,55.63,7,0.54,6,28447.96,5,1258,6,30.04,5,15.17,5,12.21,7,26.16,2,-14.52,1,0.68,7,79.49,6,12.76,2,19.88,5,0.01,1,56,6
41410,2016,경기도 군포시,,,43.36,6,-3.71,10,,,46.22,6,0.42,5,21932.78,4,1255,6,22.86,5,9.67,3,10.63,7,28.46,2,-23.85,1,-1.66,10,77.26,5,18.74,3,11.37,4,0.01,1,56,6
41430,2016,경기도 의왕시,,,36.54,5,-4.53,10,,,46.03,6,0.35,5,20184.91,4,663,5,31.17,5,14.61,4,6.72,6,37.1,3,265.46,7,-1.04,10,91.79,6,23.3,4,9.81,3,0.01,1,26,4
41450,2016,경기도 하남시,,,38.6,5,29.76,8,,,53.79,7,0.39,5,19121.7,4,482,5,12.36,2,15.54,5,6.71,6,36.59,3,28.14,5,20.62,7,91.99,6,35.27,5,13.26,4,,0,49,5
41460,2016,경기도 용인시,,,41.19,5,-1.61,10,,,61.92,7,0.38,5,35012.44,6,6073,7,34.2,6,12.26,4,3.89,5,26.3,2,-40.7,10,1.01,7,86.39,6,4.27,1,13.93,4,0,1,84,6
41480,2016,경기도 파주시,,,37.3,5,0.13,10,,,43.59,6,0.52,6,34202.47,6,726,6,42.29,6,20.5,5,2.11,3,31.14,3,-32,10,1.27,7,87.25,6,10.64,1,15.22,5,0.01,1,61,6
41500,2016,경기도 이천시,,,38.85,5,0.2,10,,,51.08,6,0.63,6,56087.27,6,1300,6,70.58,7,17.22,5,1.56,2,47.21,4,27.69,5,2.17,7,85.98,6,19.61,4,18.02,5,0.01,2,36,5
41550,2016,경기도 안성시,,,34.97,5,-2.8,10,,,37.5,6,0.59,6,39839.8,6,660,5,43.13,6,7.93,2,1.39,1,48.89,4,4.35,1,1.3,7,84.71,6,17.28,3,21.37,6,0.01,1,33,4
41570,2016,경기도 김포시,,,34.67,5,1.97,10,,,49.96,6,0.52,6,23467.55,5,1080,6,22.35,4,16.95,5,4.91,6,28.9,2,-35.58,10,3.04,7,81.72,6,5.15,1,13.47,4,0,1,33,4
41590,2016,경기도 화성시,,,28.23,5,6.64,8,,,64.25,7,0.85,6,77941.02,7,2916,7,89.46,7,23.36,6,5.52,6,30.05,3,9.9,2,6.09,7,89.24,6,11.5,1,13.74,4,0,1,67,6
41610,2016,경기도 광주시,,,34.73,5,0.69,10,,,51.56,6,0.49,6,23033.78,5,878,6,19.08,4,9.29,3,2.37,4,33.38,3,-37.95,10,4.01,7,88.28,6,6.12,1,16.72,5,0.01,1,39,5
41630,2016,경기도 양주시,,,36.79,5,-2.41,10,,,38.94,6,0.49,6,25568.1,5,443,4,19.2,4,18.16,5,5.32,6,43.52,4,104.63,7,-0.12,10,83.97,6,30.16,5,20.73,5,0.01,1,32,4
41650,2016,경기도 포천시,,,34.75,5,-4.73,10,,,29.77,6,0.72,6,33177.67,5,430,4,30.62,5,12.92,4,0.86,1,56.61,5,-0.94,1,-0.23,10,83.57,6,34.07,5,26.27,6,0.02,2,36,5
41730,2016,경기도 여주시,,,43.98,6,-2.85,10,,,36.79,6,0.42,5,26718.63,5,95,1,25.22,5,11.74,4,0.62,1,76.45,6,38.9,6,0.48,7,88.61,6,29.84,5,21.56,6,0.02,4,33,4
41800,2016,경기도 연천군,,,40.23,5,-0.39,10,,,20.43,5,0.32,5,23340.34,5,27,1,13.21,2,27.38,6,0.44,1,141.32,6,-12.23,1,0.48,7,84.05,6,77.1,7,36.81,6,0.03,5,16,1
41820,2016,경기도 가평군,,,47.41,6,-2.92,10,,,26.2,5,0.42,5,25062.93,5,61,1,17.63,4,19.54,5,1.13,1,102.37,6,25.22,5,1.04,7,91.32,6,23.23,4,17.38,5,0.01,1,15,1
41830,2016,경기도 양평군,,,46.24,6,1.63,10,,,23.33,5,0.27,4,17653,4,94,1,11.45,2,9.39,3,0.83,1,78.71,6,53.29,6,2.95,7,91.83,6,40.11,6,19.77,5,0.04,6,25,3
42110,2016,강원도 춘천시,,,47.36,6,-2.73,10,,,27.65,6,0.38,5,23100.61,5,861,6,17.68,4,13.77,4,1.24,1,40.49,4,251.33,7,0.81,7,87.1,6,17.08,3,25.5,6,0.01,1,96,6
42130,2016,강원도 원주시,,,43.2,6,-1.28,10,,,29.69,6,0.45,5,23508.34,5,644,5,25.8,5,24.26,6,1.97,3,33.31,3,-2.67,1,1.26,7,94.85,6,15.37,3,27,6,0,1,53,6
42150,2016,강원도 강릉시,,,45.4,6,-2.7,10,,,19.68,5,0.4,5,22701,5,357,4,19.28,4,27.2,6,1.15,1,44.91,4,107.5,7,-0.23,10,91.74,6,19.14,4,26.07,6,0.01,1,47,5
42170,2016,강원도 동해시,,,42.66,6,-3.93,10,,,19.86,5,0.38,5,28043.08,5,38,1,27.08,5,45.79,7,4.02,5,57.19,5,56.26,6,-0.68,10,94.53,6,14.76,2,29.07,6,0.01,1,23,3
42190,2016,강원도 태백시,,,38.62,5,-6.72,10,,,30.63,6,0.41,5,20448.27,4,21,1,16.36,3,61.41,7,0.75,1,112.45,6,288.82,7,-0.74,10,88.73,6,26.2,5,40.51,6,0.01,1,10,1
42210,2016,강원도 속초시,,,50.2,6,-5.62,10,,,25.19,5,0.38,5,19450.42,4,44,1,18.01,4,10.64,3,3.21,5,61.94,5,10.57,2,-0.23,10,78.61,5,14.86,2,25.24,6,0.02,4,24,3
42230,2016,강원도 삼척시,,,35.08,5,-4.01,10,,,20.47,5,0.4,5,32662.44,5,36,1,36.02,6,28.23,6,0.71,1,93.56,6,35.38,6,-1.47,10,89.27,6,36.04,5,19.4,5,0.02,4,14,1
42720,2016,강원도 홍천군,,,43.38,6,-6.13,10,,,19.4,5,0.4,5,32569.48,5,123,1,22.66,5,19.91,5,0.39,1,78.45,6,41.63,6,0.03,4,86.69,6,35.96,5,39.93,6,0.02,4,11,1
42730,2016,강원도 횡성군,,,41.49,5,-6.14,10,,,18.51,5,0.43,5,33194.08,5,48,1,26.52,5,6.09,1,0.56,1,102.5,6,-5.95,1,0.92,7,95.59,6,57.27,6,42.3,7,0.12,7,3,1
42750,2016,강원도 영월군,,,34.53,5,-3.53,10,,,21.6,5,0.42,5,32368.28,5,43,1,21.38,4,32.54,6,0.27,1,115.89,6,21.25,5,0.17,7,95.99,6,52.53,6,59.64,7,0.03,5,4,1
42760,2016,강원도 평창군,,,41.28,5,-5.52,10,,,12.78,3,0.42,5,39212.2,6,41,1,28.02,5,33.59,6,0.42,1,124.78,6,32.78,6,0.06,6,97.24,6,47.59,6,30.3,6,0.04,5,3,1
42770,2016,강원도 정선군,,,38.41,5,-4.52,10,,,31.21,6,0.54,6,34347.93,6,18,1,52.15,6,54.65,7,0.47,1,113.43,6,49.55,6,-0.75,10,94.72,6,47.92,6,43.74,7,0.02,4,5,1
42780,2016,강원도 철원군,,,45.08,6,-3.84,10,,,13.06,3,0.26,4,33158.64,5,48,1,10.29,1,30.42,6,0.61,1,105.21,6,150.14,7,-1.6,10,87.57,6,29.2,5,25.38,6,0.01,2,5,1
42790,2016,강원도 화천군,,,40.45,5,-3.29,10,,,17.25,4,0.22,3,46137.37,6,15,1,8.81,1,32.51,6,0.27,1,155.92,7,11.99,3,-2.98,10,82.17,6,34.67,5,33.45,6,0.04,5,3,1
