시군구코드,연도,시군구명,대졸인구비율,대졸인구비율등급,여성종사자비율,여성종사자비율등급,20세미만인구성장률,20세미만인구성장률등급,투표율,투표율등급,재정자립도,재정자립도등급,경제활동인구대비종사자수,경제활동인구대비종사자수등급,1인당지역내총생산,1인당지역내총생산등급,특허출원건수,특허출원건수등급,1인당주민세,1인당주민세등급,1인당공원면적,1인당공원면적등급,도로밀도,도로밀도등급,1만인당공무원수,1만인당공무원수등급,건축허가면적증감률,건축허가면적증감률등급,주민등록인구전출입률,주민등록인구전출입률등급,폐기물재활용률,폐기물재활용률등급,1만인당사회복지시설수,1만인당사회복지시설수등급,1만인당문화체육시설수,1만인당문화체육시설수등급,1만인당축제건수,1만인당축제건수등급,비영리단체수,비영리단체수등급
43150,2021,충청북도 제천시,43150,,42.83232628,6,-5.37,5,,,17.26,5,0.45,5,2600.126148,5,240,5,25.71,5,5.72,4,6.731652249,5,87.02803738,5,4.997487243,5,-0.36,5,,,31.40186916,5,11.3187481,4,0.15,4,28,5
43720,2021,충청북도 보은군,43720,,41.19116618,5,-7.73,3,,,14.43,4,0.59,6,3829.462325,5,54,5,38.82,5,11.83,5,7.471728707,6,210.805393,9,-51.41233371,3,-0.03,6,,,99.25959456,9,67.84934136,10,1.32,8,24,4
43730,2021,충청북도 옥천군,43730,,41.33070916,5,-5.23,5,,,16.3,4,0.55,6,2991.238297,5,114,5,24.68,5,11.4,5,6.117353076,4,150.0814315,7,-9.957217394,5,0.57,6,,,71.32991115,7,72.736446,10,1.05,7,16,4
43740,2021,충청북도 영동군,43740,,41.98436444,5,-9.33,2,,,11.66,3,0.4,5,2760.288817,5,34,5,20.47,5,13.08,5,7.489833237,6,153.4712159,7,-38.4199399,4,-2.09,3,,,86.72550828,8,22.0170295,5,0.9,7,18,4
43745,2021,충청북도 증평군,43745,,37.27209585,4,-6.5,4,,,17.68,5,0.48,5,3643.438753,5,27,5,40.53,5,11.17,5,5.684228541,4,129.0516206,6,-36.66482835,4,-0.68,5,,,40.65262469,6,19.48547062,5,0.56,6,16,4
43750,2021,충청북도 진천군,43750,,32.82961062,3,-0.42,8,,,27.14,6,0.85,7,9516.017423,8,300,5,101.61,8,16.62,6,5.766606044,4,86.62112248,5,-0.28838677,5,1.96,8,,,36.39176718,5,40.88763786,7,0.24,5,16,4
43760,2021,충청북도 괴산군,43760,,37.25728155,4,-11.34,1,,,15.17,4,0.5,5,3982.275327,5,76,5,29.3,5,17,6,8.496592414,6,189.735117,8,38.50893991,6,-1.75,4,,,98.33182327,8,53.49658063,9,0.83,6,13,4
43770,2021,충청북도 음성군,43770,,31.30463566,2,-7.61,4,,,23.79,5,1.12,9,10026.11148,8,526,5,97.2,8,17.34,6,6.181555865,5,92.00325184,5,61.68031738,7,-0.14,5,,,45.20849444,6,17.39743473,5,0.34,5,25,4
43800,2021,충청북도 단양군,43800,,28.2482292,1,-6.98,4,,,12.8,4,0.6,6,4211.806855,5,33,5,40.57,5,30.91,8,6.653393654,5,233.1365779,9,-35.93004346,4,-1.05,4,,,69.05000557,7,79.47516401,10,1.12,7,12,4
44130,2021,충청남도 천안시,44130,,39.83624967,5,-3.17,6,,,37.41,6,0.5,5,4236.188165,5,3905,9,46.33,6,8.43,5,5.777754668,4,33.33879232,4,145.794787,9,-0.1,5,,,13.92040802,4,13.99124212,4,0.08,4,143,7
44150,2021,충청남도 공주시,44150,,42.02089035,5,-3.82,6,,,18.45,5,0.53,5,3956.267391,5,439,5,33.01,5,7.41,4,6.694853748,5,100.5471636,6,-15.58725013,4,-0.23,5,,,46.95318711,6,17.1766896,5,0.96,7,32,5
44180,2021,충청남도 보령시,44180,,42.54092527,6,-5.88,5,,,16.83,5,0.48,5,3914.462239,5,140,5,35.78,5,6.16,4,4.125706654,3,106.2737447,6,-43.76484081,4,-0.77,5,,,46.9247356,6,17.34233993,5,1.71,9,24,4
44200,2021,충청남도 아산시,44200,,32.38930055,3,-1.34,8,,,38.55,6,0.71,7,9721.729004,8,1293,6,99.78,8,12.08,5,5.993947367,4,44.96353881,4,64.2585577,7,2.74,9,,,18.61054636,4,15.04444666,4,0.09,4,50,5
44210,2021,충청남도 서산시,44210,,32.11646613,3,-2.88,7,,,30.81,6,0.53,5,11386.70101,9,327,5,81.64,7,10.98,5,4.283866713,3,68.17016626,5,-28.55855006,4,0.84,7,,,27.43708344,5,12.88832644,4,0.52,5,29,5
44230,2021,충청남도 논산시,44230,,42.76625825,6,-6.18,4,,,16.25,4,0.49,5,3844.562948,5,189,5,19.23,5,6.56,4,3.349614524,2,93.89230953,5,-29.06840162,4,-0.65,5,,,50.39995907,6,16.26917438,4,0.63,6,32,5
44250,2021,충청남도 계룡시,44250,,45.39724421,6,-2.03,7,,,18.06,5,0.23,4,3948.404145,5,67,5,8.41,4,13.76,5,6.190483729,5,90.5469033,5,-16.600291,4,1.28,7,,,15.21187975,4,29.15947805,6,0.24,5,6,4
44710,2021,충청남도 금산군,44710,,32.68185158,3,-7.46,4,,,18.72,5,0.69,6,4578.083087,6,151,5,43.36,6,6.17,4,7.709896341,6,132.1611107,6,-16.76940387,4,-0.32,5,,,76.0927607,7,21.9523493,5,1.21,7,24,4
44760,2021,충청남도 부여군,44760,,43.9022182,6,-8.52,3,,,13.25,4,0.33,4,3216.000251,5,80,5,19.79,5,11.46,5,6.614189832,5,134.2625971,7,-33.64336658,4,-0.72,5,,,82.19178082,8,14.14752912,4,0.82,6,11,4
44770,2021,충청남도 서천군,44770,,45.82866113,7,-6.52,4,,,12.01,3,0.69,6,4743.044635,6,75,5,35.73,5,8.8,5,4.06346716,3,145.1651604,7,-59.36852894,3,-0.6,5,,,77.58138047,7,19.47863567,5,1.66,9,20,4
44790,2021,충청남도 청양군,44790,,42.56449165,6,-0.67,8,,,19.18,5,0.4,5,4337.555848,6,44,5,25.24,5,1.04,4,3.086223138,2,216.5897087,9,-50.55075236,3,0,6,,,108.2948543,9,24.2975942,5,1.37,8,6,4
44800,2021,충청남도 홍성군,44800,,43.87778112,6,-3.87,6,,,20.28,5,0.43,5,3943.975273,5,89,5,21.42,5,16.47,6,6.061056895,4,88.4685784,5,-41.09087722,4,-0.06,6,,,41.13444468,6,11.90645798,4,0.51,5,16,4
44810,2021,충청남도 예산군,44810,,36.69909968,4,-5.7,5,,,14.41,4,0.57,6,5074.831057,6,91,5,31.27,5,14.73,6,5.562295259,4,103.6736828,6,138.2307696,9,-0.33,5,,,56.34723493,6,26.82169698,6,0.68,6,25,4
44825,2021,충청남도 태안군,44825,,36.19741874,4,-4.3,6,,,17.45,5,0.49,5,4318.922082,6,82,5,38.25,5,8.4,5,4.528931164,3,119.5985734,6,-7.597342349,5,-0.21,5,,,44.78726051,6,13.2023387,4,0.86,6,14,4
44830,2021,충청남도 당진시,44830,,26.30919238,1,-2.82,7,,,26.79,6,0.71,7,7927.769732,7,297,5,85.15,7,15.4,6,6.371589364,5,66.7229082,5,59.33888151,7,0.82,7,,,24.71874318,5,14.7387586,4,0.74,6,34,5
45110,2021,전라북도 전주시,45110,,49.17436886,8,-3.44,6,,,28.01,6,0.38,5,2435.9912,5,1830,7,23.15,5,25.09,7,6.003404578,4,33.26317736,4,32.67133325,6,0.13,6,,,12.41029756,4,16.9220916,5,0.12,4,454,10
45130,2021,전라북도 군산시,45130,,39.56104853,5,-4.44,6,,,17.71,5,0.44,5,3960.685855,5,456,5,34.62,5,23.03,7,6.054828584,4,56.94322491,4,34.23537812,6,-0.32,5,,,24.88463766,5,18.39444934,5,0.19,4,87,6
45140,2021,전라북도 익산시,45140,,44.34965498,6,-6.02,5,,,16.94,5,0.45,5,3115.629618,5,910,6,30.86,5,18.41,6,5.977443239,4,59.68231305,5,87.78286459,7,-0.95,5,,,30.69784044,5,24.6034788,5,0.18,4,157,8
45180,2021,전라북도 정읍시,45180,,45.32021417,6,-6.44,4,,,12.49,4,0.47,5,3318.104557,5,176,5,25.45,5,19.69,6,7.491748773,6,112.4800168,6,-36.13362209,4,-0.62,5,,,76.39068378,7,20.00237652,5,0.3,5,57,5
45190,2021,전라북도 남원시,45190,,46.28036914,7,-4.98,5,,,12.28,3,0.35,4,2406.967053,5,75,5,16.76,5,35.42,9,7.092166379,5,148.0059046,7,30.29287804,6,-0.68,5,,,73.41510888,7,21.38881139,5,0.93,7,50,5
45210,2021,전라북도 김제시,45210,,40.10949943,5,-6.77,4,,,17.1,5,0.65,6,4064.854844,5,170,5,33.51,5,11.73,5,6.661259652,5,134.6188364,7,-7.126774606,5,-0.39,5,,,88.7202236,8,24.59796868,5,0.66,6,28,5
45710,2021,전라북도 완주군,45710,,29.74029537,2,-6.94,4,,,18.38,5,0.74,7,5742.608238,6,515,5,80.08,7,18.86,6,5.862628641,4,92.81377264,5,-56.88917041,3,0.23,6,,,53.24690358,6,17.053206,5,0.55,6,42,5
45720,2021,전라북도 진안군,45720,,41.56269176,5,-6.24,4,,,13.31,4,0.4,5,2634.814103,5,28,5,16.57,5,22.97,7,9.34265153,7,282.0738137,10,-17.12798364,4,-0.3,5,,,161.2478032,10,42.57607673,8,2.24,10,42,5
45730,2021,전라북도 무주군,45730,,38.97507408,5,-6.1,4,,,17.66,5,0.46,5,3171.471282,5,20,5,14.41,4,5.08,4,9.840488768,8,243.4431742,10,17.01843916,5,0.03,6,,,130.0156915,10,39.04299269,7,1.82,9,21,4
45740,2021,전라북도 장수군,45740,,42.78148745,6,-5.32,5,,,16.14,4,0.4,5,2674.76377,5,26,5,14.06,4,35.15,8,8.762850306,7,277.8460782,10,-13.00170208,5,-0.65,5,,,146.5453651,10,35.21835379,7,1.01,7,25,4
45750,2021,전라북도 임실군,45750,,40.6168265,5,-7.71,3,,,15.04,4,0.69,6,3292.469136,5,19,5,18.51,5,16.62,6,7.732195657,6,258.0309637,10,-47.9365865,4,-0.94,5,,,155.2186262,10,22.35318025,5,2.44,10,23,4
45770,2021,전라북도 순창군,45770,,46.21880998,7,-9.53,2,,,16.3,4,0.38,5,2889.811953,5,26,5,16.54,5,8.1,5,9.494270645,7,244.47671,10,-64.73019688,3,-2.01,3,,,152.6507868,10,27.96308872,6,1.2,7,16,4
45790,2021,전라북도 고창군,45790,,45.3926049,6,-9,3,,,11.87,3,0.44,5,3128.857753,5,44,5,18.13,5,13.36,5,7.490885751,6,163.3450567,7,-32.78477598,4,-0.71,5,,,125.4396249,10,28.0033604,6,1.2,7,28,5
45800,2021,전라북도 부안군,45800,,46.49958229,7,-6.6,4,,,13.16,4,0.45,5,2924.577222,5,59,5,20.1,5,30.14,8,7.325689914,5,157.2577268,7,-31.77851703,4,-1.02,4,,,107.8398526,9,30.41922838,6,2.36,10,25,4
46110,2021,전라남도 목포시,46110,,52.17060316,8,-6.35,4,,,21.9,5,0.34,4,2101.702739,4,193,5,17.08,5,26.6,7,6.656050628,5,59.40916366,5,-13.92916636,5,-1.89,3,,,14.69404733,4,21.29414964,5,0.09,4,138,7
46130,2021,전라남도 여수시,46130,,33.50002891,3,-4.39,6,,,34.02,6,0.59,6,11044.50683,9,263,5,70.93,7,22.5,7,5.9749477,4,72.5751525,5,-4.130545079,5,-0.79,5,,,23.33570288,5,27.77978897,6,0.23,5,81,6
46150,2021,전라남도 순천시,46150,,48.42944653,7,-2.71,7,,,19.79,5,0.39,5,2268.360125,5,444,5,22.05,5,30.9,8,6.409125175,5,54.12176301,4,91.31085728,8,-0.05,6,,,28.44861902,5,45.35406803,8,0.41,5,81,6
46170,2021,전라남도 나주시,46170,,39.34565541,5,0.52,9,,,18.15,5,0.6,6,4609.700495,6,1733,7,60.45,6,21.22,6,6.937559073,5,99.35903003,6,148.4848341,9,1.58,7,,,61.75198458,7,53.35987875,9,0.27,5,48,5
46230,2021,전라남도 광양시,46230,,28.2947744,1,-3.44,6,,,33.09,6,0.68,6,9190.378726,8,246,5,99.24,8,53.64,10,5.694204313,4,72.1783867,5,50.87142963,6,-0.77,5,,,29.12096293,5,38.581768,7,0.28,5,40,5
46710,2021,전라남도 담양군,46710,,38.90800794,5,-5.04,5,,,16.81,5,0.59,6,3362.102642,5,114,5,25.82,5,28.46,8,5.89539875,4,148.2944997,7,28.50715882,6,0.97,7,,,93.79116138,8,17.76697213,5,0.7,6,10,4
46720,2021,전라남도 곡성군,46720,,31.44146284,2,-9.94,2,,,15.36,4,0.57,6,4192.598511,5,47,5,46.26,6,23.25,7,8.645473019,7,231.507412,9,1.256667283,5,-0.39,5,,,131.8098652,10,27.48930971,6,0.76,6,11,4
46730,2021,전라남도 구례군,46730,,47.38742162,7,-5.56,5,,,9.55,2,0.41,5,2442.690707,5,4,5,17.64,5,38.92,9,9.040585701,7,219.1734273,9,-50.45551401,3,-0.42,5,,,126.5769018,10,25.78759617,6,3.01,10,6,4
46770,2021,전라남도 고흥군,46770,,46.57108178,7,-6.15,4,,,12.17,3,0.46,5,2619.934037,5,49,5,16.02,5,10.1,5,6.21173781,5,126.0340054,6,-6.628097207,5,-0.23,5,,,120.2588623,10,17.89281682,5,0.69,6,14,4
46780,2021,전라남도 보성군,46780,,48.2316639,7,-9.69,2,,,12.06,3,0.45,5,2645.51873,5,24,5,16.44,5,9.28,5,8.022947129,6,172.5210243,8,-26.08939325,4,-0.79,5,,,128.4443363,10,23.62507555,5,1.65,9,13,4
46790,2021,전라남도 화순군,46790,,44.16957655,6,-4.88,5,,,20.36,5,0.55,6,3044.249808,5,103,5,33.84,5,18.49,6,8.227832454,6,122.8881203,6,-42.0122064,4,1.1,7,,,79.15391779,7,59.80618054,10,1.02,7,28,5
46800,2021,전라남도 장흥군,46800,,46.79762873,7,-7.39,4,,,10.92,3,0.47,5,2986.926424,5,33,5,16.56,5,30.93,8,5.961854351,4,179.7595424,8,-1.701276149,5,-2.01,3,,,124.0224116,10,38.44434511,7,1.49,8,16,4
46810,2021,전라남도 강진군,46810,,46.27271427,7,-10.68,2,,,12.3,3,0.41,5,2998.877137,5,34,5,16.79,5,9.67,5,6.244859167,5,184.4024921,8,-46.77179386,4,-0.9,5,,,116.1516546,9,25.83896899,6,1.59,9,16,4
46820,2021,전라남도 해남군,46820,,44.81906797,6,-8.1,3,,,16.03,4,0.43,5,3479.200786,5,52,5,19.35,5,12.46,5,5.711247211,4,128.5538092,6,6.255160308,5,-1,4,,,101.9891844,9,17.08984375,5,0.98,7,11,4
46830,2021,전라남도 영암군,46830,,25.47195622,1,-8.73,3,,,11.86,3,0.93,8,6196.979428,6,130,5,82.91,7,37.95,9,6.344012661,5,132.3261545,7,-41.80457333,4,-0.35,5,,,87.32454731,8,24.07385301,5,0.8,6,16,4
46840,2021,전라남도 무안군,46840,,48.12625302,7,6.14,10,,,20.25,5,0.34,4,3906.13674,5,179,5,6.17,4,10.82,5,6.711921144,5,85.02231003,5,62.82240891,7,6.03,10,,,51.05778409,6,18.07927592,5,0.34,5,25,4
46860,2021,전라남도 함평군,46860,,41.44983819,5,-11.23,1,,,14.46,4,0.5,5,3545.385944,5,55,5,14.93,5,16.58,6,7.973212751,6,199.5301168,8,-19.23891434,4,-0.62,5,,,143.3484286,10,19.29350686,5,1.4,8,7,4
46870,2021,전라남도 영광군,46870,,40.63750517,5,-4.77,5,,,11.44,3,0.52,5,3712.755603,5,61,5,46.31,6,25.58,7,7.051701896,5,143.5250403,7,39.19319966,6,-1.27,4,,,89.01410751,8,68.06140186,10,1.26,8,24,4
46880,2021,전라남도 장성군,46880,,31.91501481,2,-6.1,4,,,16.38,4,0.77,7,4777.733195,6,180,5,32.58,5,18.43,6,6.287819279,5,147.7686927,7,141.7716984,9,-1.14,4,,,92.35543296,8,54.18882133,9,1.27,8,11,4
46890,2021,전라남도 완도군,46890,,42.94346137,6,-5.18,5,,,11.58,3,0.37,5,2432.610886,5,46,5,12.89,4,20.9,6,10.30481191,8,147.6382122,7,-1.478631573,5,-1.4,4,,,73.07773777,7,20.24792459,5,1.12,7,11,4
46900,2021,전라남도 진도군,46900,,40.99712368,5,-5.11,5,,,17.3,5,0.35,4,3079.511741,5,20,5,12.6,4,6.91,4,10.83916627,8,192.3275773,8,32.905868,6,-2.32,3,,,100.9892117,9,100.5467689,10,1.1,7,9,4
46910,2021,전라남도 신안군,46910,,35.55943547,4,-5.11,5,,,7.44,1,0.39,5,3161.629641,5,37,5,13.21,4,84.71,10,12.35673619,10,233.8235294,9,4.011450264,5,-0.12,5,,,127.9411765,10,22.71419486,5,5.15,10,5,4
47110,2021,경상북도 포항시,47110,,36.87217315,4,-3.47,6,,,21.9,5,0.48,5,4726.204917,6,1807,7,50.07,6,16.98,6,6.243434689,5,44.72809032,4,201.7818306,10,0.51,6,,,15.00246384,4,19.62652825,5,0.3,5,176,8
47130,2021,경상북도 경주시,47130,,37.15452601,4,-4.44,6,,,23.87,5,0.57,6,4528.040923,6,601,5,44.45,6,8.38,5,6.704136291,5,63.42348967,5,85.82603706,7,0.08,6,,,27.154139,5,34.98328305,7,0.24,5,90,6
47150,2021,경상북도 김천시,47150,,38.60218647,4,-2.73,7,,,25.97,6,0.48,5,4133.902124,5,355,5,41.8,6,19.46,6,5.993513482,4,83.28380279,5,100.5462063,8,0.33,6,,,45.37481335,6,25.82330331,6,0.15,4,33,5
47170,2021,경상북도 안동시,47170,,48.79094669,7,-4.41,6,,,13.6,4,0.39,5,3695.277502,5,311,5,18.44,5,25.07,7,7.587661949,6,91.22886932,5,-5.070213699,5,-0.44,5,,,39.09808685,5,42.50933093,8,0.32,5,98,6
47190,2021,경상북도 구미시,47190,,35.2083108,3,-4.24,6,,,34.02,6,0.52,5,6405.373006,7,1495,6,68.38,7,21.92,7,5.8650093,4,41.96027181,4,16.5412083,5,-0.98,4,,,12.60982262,4,24.37080897,5,0.12,4,117,7
47210,2021,경상북도 영주시,47210,,43.10220441,6,-6.24,4,,,17.38,5,0.4,5,3335.693826,5,83,5,20.66,5,16.46,6,7.94361284,6,106.7236901,6,-38.87335179,4,-0.18,5,,,42.08409007,6,16.99571155,5,0.49,5,30,5
47230,2021,경상북도 영천시,47230,,35.15256626,3,-2.9,7,,,17.01,5,0.62,6,4189.558142,5,250,5,35.89,5,7.26,4,7.270402526,5,109.4543306,6,18.67904177,5,0.83,7,,,49.67003475,6,35.818409,7,0.52,5,31,5
47250,2021,경상북도 상주시,47250,,49.15306984,8,-4.93,5,,,15.01,4,0.41,5,2864.074043,5,105,5,8.05,4,11.15,5,7.34162954,5,129.8521158,6,-52.69199571,3,-0.42,5,,,68.28706174,7,74.68987465,10,0.43,5,32,5
47280,2021,경상북도 문경시,47280,,49.14066711,8,-4.72,5,,,16.97,5,0.43,5,2615.02094,5,82,5,14.16,4,5.58,4,8.252946337,6,138.6159098,7,85.23189,7,0.47,6,,,65.02238839,7,41.35884795,7,0.75,6,31,5
47290,2021,경상북도 경산시,47290,,39.72110376,5,0.26,9,,,28.29,6,0.44,5,3122.492166,5,984,6,30.56,5,14.29,5,5.90207641,4,42.77174543,4,163.4993383,10,1.92,8,,,17.10869817,4,13.38994823,4,0.11,4,60,5
47720,2021,경상북도 군위군,47720,,35.37005164,3,-9.3,2,,,12.41,4,0.54,6,4340.400959,6,21,5,24.18,5,25.41,7,7.980439388,6,248.5318299,10,-18.53575264,4,0.38,6,,,107.1176885,9,67.18221363,10,0.97,7,10,4
47730,2021,경상북도 의성군,47730,,42.11653813,5,-7.13,4,,,15.91,4,0.39,5,2907.005451,5,39,5,12.78,4,24.8,7,8.355768998,6,181.1707378,8,-19.05326317,4,-0.12,5,,,111.2013494,9,76.12442114,10,0.63,6,15,4
47750,2021,경상북도 청송군,47750,,50.97392868,8,-6.19,4,,,13.2,4,0.54,6,3083.683117,5,8,5,15.7,5,19.44,6,9.022179637,7,217.7086912,9,-13.20337343,5,-0.57,5,,,104.3455857,9,23.47315801,5,0.43,5,19,4
47760,2021,경상북도 영양군,47760,,40.72802198,5,-7.38,4,,,13.09,4,0.36,4,3029.485294,5,8,5,8.5,4,33.31,8,12.14512826,10,311.7367271,10,-26.90510528,4,-0.28,5,,,120.838154,10,25.65283168,6,1.97,10,6,4
47770,2021,경상북도 영덕군,47770,,47.16312057,7,-7.13,4,,,11.02,3,0.41,5,2592.991448,5,22,5,4.78,4,38.84,9,8.416994322,6,171.2500368,8,41.72986002,6,-1.15,4,,,74.27712441,7,45.30011325,8,1.22,7,8,4
47820,2021,경상북도 청도군,47820,,49.21428571,8,-7.65,3,,,23.31,5,0.4,5,2910.341123,5,65,5,6.67,4,4.94,4,5.368650912,4,150.9820069,7,-5.72572629,5,0.66,6,,,86.84584862,8,72.34394378,10,0.78,6,19,4
47830,2021,경상북도 고령군,47830,,31.65393084,2,-6.87,4,,,17.58,5,0.92,8,5613.09998,6,59,5,31.88,5,14.46,6,3.484736522,2,207.9015757,9,-16.72163764,4,-1.03,4,,,73.35767624,7,30.25612159,6,0.35,5,10,4
47840,2021,경상북도 성주군,47840,,30.66080357,2,-3.96,6,,,20.08,5,0.74,7,5728.226974,6,107,5,23.83,5,9.75,5,8.275960235,6,164.1995883,7,28.24873574,6,-0.09,6,,,74.99264778,7,17.51223281,5,0.77,6,17,4
47850,2021,경상북도 칠곡군,47850,,36.45158093,4,-4.74,5,,,26.39,6,0.66,6,3752.997663,5,239,5,32.21,5,16.43,6,6.236581852,5,72.6231626,5,93.15901708,8,-0.25,5,,,25.83708669,5,40.63562481,7,0.27,5,38,5
47900,2021,경상북도 예천군,47900,,49.49329846,8,0.91,9,,,12.05,3,0.31,4,2458.4797,5,32,5,7.95,4,16.7,6,6.240121082,5,133.9672361,7,21.27171496,6,1.13,7,,,73.5253469,7,19.7960632,5,0.93,7,15,4
47920,2021,경상북도 봉화군,47920,,31.66906475,2,-6.09,4,,,6.74,1,0.45,5,4206.430011,5,14,5,23.5,5,4.01,4,3.772762196,2,230.0466264,9,-19.11836722,4,-0.72,5,,,94.62424575,8,26.82833351,6,1.39,8,7,4
47930,2021,경상북도 울진군,47930,,36.76926748,4,-5.52,5,,,14.64,4,0.47,5,4341.961637,6,45,5,46.39,6,14.57,6,7.304985551,5,147.5123466,7,43.84014571,6,-0.64,5,,,61.67913908,7,30.08531657,6,0.67,6,22,4
47940,2021,경상북도 울릉군,47940,,38.61475781,4,-4.28,6,,,14.9,4,0.42,5,3994.992669,5,1,5,5.89,4,26.19,7,8.956591751,7,492.1042967,10,-17.19391838,4,-1.04,4,,,34.27592117,5,35.26448363,7,1.26,8,7,4
48110,2021,경상남도 창원시,48110,,39.38311975,5,-3.32,6,,,37.49,6,0.47,5,3797.394313,5,2580,8,48.63,6,18.13,6,5.953658926,4,39.08542637,4,339.7884458,10,-0.3,5,,,13.04472449,4,12.64940496,4,0.09,4,334,10
48170,2021,경상남도 진주시,48170,,46.25046025,7,-2.33,7,,,31.77,6,0.4,5,2525.064463,5,871,6,26.63,5,21.28,6,4.898014261,3,45.33248064,4,283.8322242,10,0.01,6,,,19.3837386,4,12.61498937,4,0.2,5,108,7
48220,2021,경상남도 통영시,48220,,48.2957659,7,-5.4,5,,,17.01,5,0.35,4,2537.532999,5,104,5,15.99,5,29,8,7.884899135,6,80.99079541,5,-3.570746002,5,-1.65,4,,,24.6737537,5,46.32638438,8,0.42,5,24,4
48240,2021,경상남도 사천시,48240,,36.18587809,4,-3.56,6,,,21.4,5,0.61,6,4229.098797,5,173,5,57.55,6,18.77,6,7.789317616,6,86.55126498,5,162.3327855,10,-0.27,5,,,37.75787534,5,45.93194496,8,0.66,6,28,5
48250,2021,경상남도 김해시,48250,,39.54323879,5,-4.3,6,,,32.87,6,0.49,5,2906.504325,5,1345,6,31.52,5,10.51,5,5.91050419,4,35.87623975,4,79.53256451,7,-0.73,5,,,12.59135576,4,12.94488496,4,0.15,4,65,5
48270,2021,경상남도 밀양시,48270,,39.52888583,5,-4.92,5,,,19.74,5,0.48,5,3103.142236,5,146,5,23.32,5,13.42,5,7.586199378,6,102.8113554,6,51.2126028,6,-0.15,5,,,47.62512643,6,11.60766106,4,0.2,5,25,4
48310,2021,경상남도 거제시,48310,,31.29093708,2,-4.76,5,,,26.24,6,0.46,5,3818.973451,5,578,5,58.11,6,33.2,8,6.381304309,5,49.41714173,4,11.29531007,5,-1.77,4,,,16.33488157,4,16.04704858,4,0.34,5,28,5
48330,2021,경상남도 양산시,48330,,41.04331915,5,-2.36,7,,,32.41,6,0.5,5,3103.179355,5,662,5,37.62,5,9.95,5,6.236143541,5,35.98876946,4,-25.08100942,4,0.71,6,,,11.4290576,4,21.71861616,5,0.17,4,48,5
48720,2021,경상남도 의령군,48720,,37.28971963,4,-8.16,3,,,16.23,4,0.49,5,3703.920675,5,15,5,22.35,5,70.84,10,9.178212713,7,244.0276407,10,-12.87507401,5,-0.05,6,,,123.1984205,10,20.097617,5,1.23,7,7,4
48730,2021,경상남도 함안군,48730,,28.37149757,1,-7.36,4,,,25.62,6,0.94,8,6352.691576,7,128,5,62.57,6,16.62,6,5.310440645,4,116.3949204,6,136.8213831,9,-1.59,4,,,59.30447709,6,22.44612087,5,0.34,5,16,4
48740,2021,경상남도 창녕군,48740,,37.8308918,4,-6.16,4,,,19.82,5,0.59,6,4599.31647,6,80,5,35.07,5,15.23,6,5.873880291,4,132.9109681,7,-7.149265061,5,-0.67,5,,,24.47036739,5,31.88888495,6,0.89,6,18,4
48820,2021,경상남도 고성군,48820,,36.38577332,4,-6.12,4,,,14.87,4,0.49,5,4382.735053,6,39,5,45.14,6,25.57,7,4.250457781,3,147.9417249,7,-50.54501109,3,-0.33,5,,,76.01991681,7,15.00676361,4,2.75,10,22,4
48840,2021,경상남도 남해군,48840,,52.12420015,8,-6.33,4,,,16.61,5,0.44,5,2783.002886,5,19,5,11.42,4,25.16,7,13.73101771,10,156.838757,7,-39.02205069,4,0.06,6,,,71.93540494,7,19.32148951,5,2.26,10,9,4
48850,2021,경상남도 하동군,48850,,43.4374655,6,-8.87,3,,,14.75,4,0.41,5,4529.848788,6,55,5,27.79,5,30.29,8,6.180672063,5,165.558792,7,-36.27379257,4,-1.68,4,,,101.8248811,9,24.78941644,5,1.52,8,14,4
48860,2021,경상남도 산청군,48860,,45.60699964,6,-8.65,3,,,17.15,5,0.47,5,3186.979045,5,58,5,16.34,5,16.12,6,6.767722523,5,186.8904101,8,17.9553938,5,0.2,6,,,118.1317017,9,109.1202182,10,2.48,10,13,4
48870,2021,경상남도 함양군,48870,,44.1389485,6,-5.05,5,,,20.06,5,0.37,5,2824.594101,5,39,5,14.75,5,26.13,7,7.523302507,6,170.7670835,8,26.12879139,6,-0.42,5,,,120.6863523,10,23.32944509,5,0.28,5,13,4
48880,2021,경상남도 거창군,48880,,43.58680878,6,-3.02,6,,,21.82,5,0.39,5,2694.069392,5,43,5,18.21,5,7.16,4,6.642267208,5,120.3619298,6,-2.046462387,5,0.31,6,,,81.3666903,8,20.16508023,5,0.68,6,17,4
48890,2021,경상남도 합천군,48890,,38.7470739,4,-8.44,3,,,11.64,3,0.43,5,2756.320019,5,29,5,13.27,4,7.72,5,5.990661602,4,193.8880961,8,-16.54486537,4,-0.57,5,,,134.5898332,10,29.59321864,6,1.5,8,10,4
49110,2021,제주특별자치도 제주시,49110,,45.94598083,7,-2.21,7,,,38.74,6,0.46,5,2977.398113,5,825,6,22.38,5,15.68,6,6.249929391,5,34.98903555,4,31.93934959,6,0.3,6,,,9.921659387,4,19.47711596,5,0.19,4,236,10
49130,2021,제주특별자치도 서귀포시,49130,,49.17534993,8,-0.65,8,,,38.74,6,0.43,5,2997.921193,5,221,5,20.45,5,15.84,6,5.897801159,4,69.01438311,5,13.48342708,5,1.32,7,,,11.04676464,4,24.57189326,5,1.05,7,64,5
