시군구코드,연도,시군구명,노령화지수(인구총조사),노령화지수(인구총조사)등급,인구순이동률,인구순이동률등급,인구변화율(인구총조사),인구변화율(인구총조사)등급,평균교육년수,평균교육년수등급,독거노인가구비율,독거노인가구비율등급,기초생활수급자(천인당),기초생활수급자(천인당)등급,소년소녀가장(천인당),소년소녀가장(천인당)등급,노령화지수(주민등록인구통계),노령화지수(주민등록인구통계)등급,인구변화율(주민등록인구통계),인구변화율(주민등록인구통계)등급,고령인구수(인구총조사),고령인구수(인구총조사)등급,고령인구수(주민등록인구통계),고령인구수(주민등록인구통계)등급,노년부양비(인구총조사),노년부양비(인구총조사)등급,노년부양비(주민등록인구통계),노년부양비(주민등록인구통계)등급,세입자가구비율,세입자가구비율등급,경제활동인구(인구총조사),경제활동인구(인구총조사)등급,경제활동인구(주민등록인구통계),경제활동인구(주민등록인구통계)등급,종사자수(천명당),종사자수(천명당)등급,사업체당종사자수,사업체당종사자수등급,제조업종사자비율,제조업종사자비율등급,고차산업종사자비율,고차산업종사자비율등급,재정자립도,재정자립도등급,지방세액(1인당),지방세액(1인당)등급,지가변동률(주거),지가변동률(주거)등급,지가변동률(상업),지가변동률(상업)등급,의료보험료,의료보험료등급,도소매업종사자수(천명당),도소매업종사자수(천명당)등급,총사업체수증감율,총사업체수증감율등급,총종사자수증감율,총종사자수증감율등급,도소매업체증감율,도소매업체증감율등급,제조업체증감율,제조업체증감율등급,주요산업별종사자수,주요산업별종사자수등급,총사업체수,총사업체수등급,노후주택비율,노후주택비율등급,신규주택비율,신규주택비율등급,공가율,공가율등급,부동산공시지가,부동산공시지가등급,노후건축물비율,노후건축물비율등급,소형주택비율,소형주택비율등급,주거면적(1인당),주거면적(1인당)등급,주택보급율,주택보급율등급,접도율,접도율등급
31170,2018,울산광역시 동구,64.12,1,-3.45,10,-3.08,10,,,4.33,3,18.99,3,,,65.99,1,-2.93,10,16344,4,33566,8,13.06,3,13.71,3,,,125158,5,244854,5,460,6,9.11,6,57.97,7,1.87,3,24.87,5,798.87,4,-0.3,1,-0.19,1,192204080.3,5,28.84,3,-0.86,1,-2.4,1,1.83,6,-8.6,10,43901,6,8312,4,63.72,5,6.88,4,7.81,4,-0.08,1,61.12,6,80.26,6,28.8,5,118.37,5,88.5,14
31200,2018,울산광역시 북구,40.32,1,2.21,8,3.84,7,,,3.35,1,14.77,2,,,41.23,1,2.85,8,14605,3,29968,6,9.56,1,9.66,1,,,152851,5,310208,5,482.87,6,9.01,6,55.13,7,1.94,3,32.11,6,1376.75,6,0.25,5,0.51,7,262182973.7,6,45.91,5,3,6,2.11,5,0.43,2,0.27,1,54954,7,11060,5,54.51,5,19.91,6,6.07,4,8.24,7,47.02,5,83.49,6,29.1,5,119.43,5,53.48,12
31710,2018,울산광역시 울주군,90.76,3,0.42,9,1.2,7,,,6.49,4,17.89,3,,,93.96,3,0.51,9,27998,5,57886,10,16.87,4,17.86,4,,,165987,6,324192,5,479.68,6,6.84,6,43.2,7,1.57,2,44.8,6,2133.59,6,0.15,3,0.08,1,243923569.8,6,40.19,4,2.81,6,1.98,5,2.19,7,3.2,6,45971,6,15559,5,46.93,5,17.79,6,11.36,5,11.74,7,40.52,5,76.54,6,31.3,6,132.38,5,42,12
36110,2018,세종특별자치시 세종시,44.1,1,10.01,8,12.94,7,,,3.77,2,13.87,2,,,45.01,1,12.15,8,27851,5,58356,10,12.58,3,13.26,3,,,221362,6,440252,6,359.33,5,7.49,6,17.82,5,5,6,69.21,7,2134.98,6,0.4,6,0.44,6,341649297.4,6,27.35,3,15.46,7,15.61,7,10.87,7,13.28,7,20113,5,15080,5,61.6,5,63.73,7,13.6,6,1.59,3,50.99,5,74.47,5,29.6,5,146.91,6,38.08,10
41110,2018,경기도 수원시,69.68,2,-0.48,10,0.15,6,,,4.31,3,16.37,3,,,69.92,2,-0.12,10,117044,7,234512,14,12.53,3,12.8,3,,,933822,7,1832418,7,361.24,5,6.54,6,10.87,4,5.87,6,55.73,7,1419.32,6,0.32,6,0.24,5,1500253374,7,48.18,5,1.8,5,6.3,7,0.38,2,2.49,5,57874,7,66311,7,66.28,5,15.6,6,5.18,3,-73.84,10,62.29,6,77.68,6,26.9,5,116.67,5,72.12,12
41130,2018,경기도 성남시,101.7,4,-1.63,10,-1.37,10,,,5.41,4,24.57,4,,,101.19,3,-1.36,10,117099,7,240200,14,16.75,4,16.78,4,,,699150,7,1431130,7,471.33,6,6.54,6,8.64,3,5.76,6,63.53,7,2063.56,6,0.47,6,0.51,7,1356309269,7,76.57,6,2.02,5,3.03,6,1.78,6,-2.77,1,73076,7,60190,7,76.22,6,8.77,5,2.78,1,-65.08,10,73.86,6,64.97,5,27.7,5,102.15,5,41.02,10
41150,2018,경기도 의정부시,108.2,4,1.16,8,1.35,7,,,6.32,4,33.08,5,,,109.67,4,1.23,8,59525,6,122826,12,18.73,4,18.63,4,,,317745,6,659226,7,256.2,4,6.54,6,6.01,1,6.8,6,30.73,6,858.73,4,0.34,6,0.17,5,369503389,6,43.4,5,1.26,4,2.6,5,-1.53,10,-5.99,10,19399,5,24111,6,74.16,6,14.76,6,5.18,3,4,6,68.31,6,85.54,6,25.4,5,118.55,5,61.14,12
41170,2018,경기도 안양시,95.57,3,-2.24,10,-1.76,10,,,4.96,3,17.1,3,,,95.58,3,-1.86,10,66730,7,135360,14,15.52,4,15.44,4,,,430018,7,876676,7,429.95,6,6.54,6,13.82,5,6.38,6,49.19,6,1223.9,5,0.48,6,0.4,6,685074021.2,7,68.41,6,0.72,1,1.97,5,-0.52,1,-3.74,10,39461,6,41218,7,74,6,10.07,5,3.57,1,-47.88,10,72.54,6,83.65,6,25.1,5,112.84,5,75.14,12
41190,2018,경기도 부천시,96.94,3,-1.02,10,0.38,7,,,5.2,3,22.12,4,,,96.54,3,-0.77,10,98444,7,195340,14,15.17,4,15.14,3,,,648761,7,1289848,7,342.66,5,7.47,6,24.06,6,5.93,6,40.37,6,1054.55,5,0.41,6,0.17,5,859738975.5,7,50.25,5,1.19,4,3.53,6,1.34,6,-1.33,1,69575,7,55116,7,67.12,5,12.77,6,4.51,2,5.65,6,66.84,6,84.37,6,24.1,5,115.68,5,84.68,14
41210,2018,경기도 광명시,88.24,3,-2.08,10,-1.46,10,,,5.64,4,23.19,4,,,90.22,3,-1.79,10,39039,6,79738,12,16.25,4,16.42,4,,,240177,6,485560,6,276.98,4,7.47,6,16.75,5,5.22,6,44.72,6,1560.15,6,0.61,6,0.09,2,355315635.4,6,53.72,5,-0.81,1,3.09,6,-1.17,10,-1.19,1,17558,5,16864,6,76.86,6,4.66,2,2.93,1,8.29,7,71.05,6,87.16,6,23.6,5,116.74,5,58.1,12
41220,2018,경기도 평택시,77.23,2,2.58,8,3.79,7,,,5.29,3,23.79,4,,,80.78,2,2.93,8,56015,6,116966,12,14.9,3,16.03,4,,,375936,7,729514,7,441.27,6,7.47,6,39.21,7,3.6,5,49.05,6,2241.5,6,0.34,6,0.43,6,509454954,7,50.13,5,4.37,6,4.92,6,4.4,7,3.46,6,85766,7,33344,7,45.35,5,24.37,7,19.07,6,11.63,7,36.6,4,80.3,6,30,5,150.99,6,39.54,10
41250,2018,경기도 동두천시,148.64,5,-0.59,10,0.17,6,,,9.44,5,50.8,6,,,149.93,5,-0.87,10,17707,4,35390,8,26.07,5,26.52,5,,,67915,3,133458,3,278.85,4,4.75,5,21.09,6,4.39,6,29.28,6,772.73,4,0.26,5,0.25,6,67152375.15,1,36.46,4,2.25,6,-0.17,1,-1.05,1,-2.09,1,5660,1,5899,2,68.76,6,7,4,9.93,5,2.14,4,61.4,6,84.3,6,27.9,5,144.01,6,40.94,10
41270,2018,경기도 안산시,78.17,2,-2.82,10,-1.85,10,,,4.15,2,33.25,5,,,78.03,2,-2.56,10,65669,7,125308,12,11.51,2,12.11,2,,,570423,7,1034784,7,470.53,6,6.02,6,40.38,7,3.77,5,57.78,7,1321.76,5,0.26,5,0.25,5,685440841.9,7,54.89,5,1.34,4,0.82,1,0.55,4,2.18,5,125453,7,48427,7,44.38,4,13.68,6,7.03,4,-44.74,10,40.98,5,82.35,6,26.2,5,115.64,5,61.9,12
41280,2018,경기도 고양시,94.21,3,0.08,10,0.19,6,,,5.13,3,21.11,4,,,93.54,3,0.21,10,124493,7,253144,14,16.59,4,16.18,4,,,750348,7,1564614,7,306.15,5,6.02,6,10.05,4,5.53,6,48.88,6,1192.54,5,0.39,6,0.33,6,1174855625,7,62.52,6,3.1,6,4.13,6,2.33,7,1.39,3,65278,7,62839,7,49.25,5,11.67,5,4.03,2,-66.19,10,36.25,4,74.72,6,28.1,5,112.86,5,41.4,12
41290,2018,경기도 과천시,102.45,4,0.99,8,0.29,7,,,5.63,4,15.31,2,,,103.48,4,1.07,8,7243,1,15524,2,18.37,4,18.1,4,,,39427,1,85758,1,589.75,6,5.25,5,0.9,1,4.32,6,48.29,6,9080.79,7,0.61,6,0,1,90473662.95,2,73.65,6,0.92,3,-0.15,1,-2.57,10,-4.55,10,5414,1,3412,1,57.88,5,9.53,5,1.64,1,2.01,4,48.74,5,64.89,5,26.8,5,84.98,4,69.92,12
41310,2018,경기도 구리시,88.11,3,1.5,8,3.23,7,,,5.07,3,29.57,5,,,88.94,3,1.76,8,23085,5,47600,10,15.75,4,15.56,4,,,146584,5,305988,5,314.34,5,5.37,6,6.22,2,7.64,6,38.93,6,1088.02,5,0.3,5,0.38,6,201750777.1,5,70.39,6,3.31,6,3.69,6,2.8,7,2.46,5,14329,4,13143,5,74.8,6,19.51,6,2.49,1,5.54,6,64.06,6,82.24,6,25.4,5,106.99,5,54.98,12
41360,2018,경기도 남양주시,82.65,3,2.28,8,2.63,7,,,4.99,3,22.24,4,,,82.24,3,2.48,8,85444,7,173362,14,18.06,4,17.7,4,,,473041,7,979504,7,231.2,4,6.56,6,21.06,6,3.63,5,34.17,6,1115.48,5,0.33,6,0.16,4,619025500.2,7,47.68,5,3.69,6,4.38,6,2.28,7,0.34,1,33205,6,34347,7,39.57,4,16.62,6,4.73,2,2.91,5,30.27,4,80.55,6,27.4,5,119,5,35.48,10
41370,2018,경기도 오산시,48.43,1,2.47,8,3.72,7,,,3.39,1,18.25,3,,,48.06,1,3.11,8,18947,4,37178,8,11.15,2,11.42,2,,,169988,6,325604,5,296.48,5,4.55,5,17.85,5,3.54,5,46.17,6,1249.33,5,0.28,5,0.32,6,237339059.3,6,42.48,5,4.68,7,6.5,7,3.43,7,3.97,6,11646,3,11220,5,42.47,4,16.59,6,8.48,5,3.08,5,38.99,4,83.93,6,26.5,5,131.51,5,50.9,12
41390,2018,경기도 시흥시,56.85,1,6.06,8,7.58,7,,,3.4,1,20.83,4,,,55.89,1,6.92,8,38683,6,75104,12,10.36,2,10.92,2,,,373473,7,687880,7,437.3,6,6.42,6,47,7,2.42,4,50.54,6,1780.45,6,0.38,6,0.25,5,468238318.8,6,62.35,6,4.02,6,3.56,6,3.18,7,0.58,1,92214,7,38124,7,38.56,4,23.76,7,6.61,4,6.71,6,32.12,4,87.94,6,25.4,5,125.78,5,59.42,12
41410,2018,경기도 군포시,86.39,3,-1.91,10,-1.44,10,,,5.2,3,22.75,4,,,85.65,3,-1.53,10,31901,5,63424,10,15.33,4,15.23,3,,,208032,6,416354,6,380.11,5,6.42,6,26.75,6,2.95,5,45.25,6,1088.8,5,0.24,5,0.39,6,323191393.3,6,45.37,5,1.86,5,5.18,6,1.79,6,1.25,3,28160,6,16231,5,68.38,6,6.33,4,3.53,1,3.29,5,64.87,6,77.51,6,24.9,5,115.47,5,85.04,14
41430,2018,경기도 의왕시,100.42,3,-1.37,10,-1.48,10,,,4.91,3,15.99,3,,,99.79,3,-1.18,10,18811,4,38292,8,16.79,4,16.56,4,,,112055,5,231198,5,341.7,5,5.09,5,19.36,6,3.36,5,51.48,6,1436.6,6,0.33,6,0.51,7,186058506.6,5,46.25,5,2.62,6,8.49,7,3.27,7,2.79,5,10184,3,7869,3,61.07,5,4.1,2,2.78,1,7.69,7,53.77,5,84.91,6,25.4,5,113.31,5,65.12,12
41450,2018,경기도 하남시,75.87,2,8.24,8,8.95,7,,,4.72,3,16.27,3,,,76.14,2,9.43,8,28700,5,60618,10,16.68,4,16.45,4,,,172062,6,368596,6,289.51,5,5.09,5,11.83,4,3.59,5,53.56,6,2530.99,6,0.61,6,0.36,6,280496104.3,6,90.89,6,9.26,7,11.1,7,7.33,7,3.69,6,23124,5,13952,5,56.59,5,53.64,7,5.27,3,7.47,7,38.98,4,75.41,6,26.2,5,109.79,5,43.7,12
41460,2018,경기도 용인시,76.19,2,2.73,8,3,7,,,4.07,2,9.46,1,,,74.41,2,3.09,8,124177,7,250132,14,16.8,4,16.86,4,,,738967,7,1483954,7,316.19,5,5.09,5,17.08,5,4.16,5,62.07,7,1761.82,6,0.34,6,0.21,5,1313863459,7,45.96,5,5.89,7,7.64,7,7.02,7,6.54,7,55916,7,47892,7,29.07,3,13.27,6,5.48,3,-65.98,10,29.55,3,66.48,5,31.1,6,119.1,5,44.78,12
41480,2018,경기도 파주시,80.88,3,2.87,8,4.01,7,,,5.2,3,27.5,5,,,81.44,2,3.2,8,56304,6,115778,12,17.49,4,17.93,4,,,321984,6,645750,6,403.19,5,10.05,6,42.16,7,2.74,4,43.61,6,1596.36,6,0.18,4,0.19,5,445113235.2,6,49.82,5,5.74,7,2.76,5,4.01,7,5.08,6,76805,7,27991,6,29.1,3,17.08,6,7.11,4,1.64,3,21.87,2,76.14,6,28.8,5,127.01,5,18.94,6
41500,2018,경기도 이천시,86.94,3,0.31,9,0.82,7,,,5.56,4,21.29,4,,,88.53,3,0.5,9,27362,5,55976,10,16.91,4,18.1,4,,,161764,5,309208,5,552.43,6,4.87,5,34.38,6,2.58,4,52.87,6,3000.18,7,0.34,6,0.46,6,242511549.5,6,58.04,5,2.88,6,5.99,7,0.14,1,3.89,6,40685,6,15353,5,45.47,5,14.17,6,8.42,5,3.33,5,38.01,4,75.01,6,28.6,5,129.41,5,25.7,8
41550,2018,경기도 안성시,118.7,4,0.49,8,1.16,7,,,6.78,4,27.73,5,,,119.23,4,0.43,9,29512,5,58638,10,20.11,4,22.61,5,,,146761,5,259340,5,521.51,6,4.59,5,42.65,7,2.45,4,33.99,6,1975.6,6,0.21,5,0.06,1,178304074.8,5,54.64,5,4.49,7,6.13,7,4.04,7,5.9,6,40834,6,13908,5,58.93,5,15.24,6,12.76,6,3.03,5,44.75,5,74.98,6,30.6,6,145.87,6,34.2,10
41570,2018,경기도 김포시,64.78,1,6.93,8,8.26,7,,,4.26,3,17.84,3,,,65.05,1,7.93,8,46969,6,97064,12,15.38,4,16.18,4,,,305393,6,600054,6,381.27,5,5.82,6,45.67,7,3.16,5,46.08,6,1839.24,6,0.42,6,0.76,7,448578447,6,53.17,5,9.33,7,7.91,7,10.36,7,5.92,6,73686,7,29394,6,30.04,3,28.03,7,5.63,3,4.38,6,21.63,2,74.85,6,29.5,5,124.84,5,20.86,8
41590,2018,경기도 화성시,42.69,1,8.25,8,9.7,7,,,3.19,1,11.44,1,,,43.04,1,9.79,8,61915,6,127040,12,10.86,2,11.6,2,,,570347,7,1095206,7,595.83,6,5.15,5,51.46,7,2.32,4,64.21,7,2815.27,7,0.32,6,0.32,6,1034087219,7,53,5,6.79,7,6.99,7,5.24,7,4.46,6,232641,7,58040,7,40.11,4,36.68,7,9.37,5,4.28,6,25.92,3,78.44,6,28.8,5,129.72,5,29.22,10
41610,2018,경기도 광주시,80.9,3,4.51,8,6.78,7,,,3.89,2,15.09,2,,,81.57,2,5.16,8,41787,6,85686,12,15.43,4,15.96,4,,,270737,6,536828,6,364.91,5,6.48,6,36.59,6,2.31,4,48.45,6,1532.86,6,0.48,6,0.27,6,363521571,6,65.48,6,2.87,6,3.49,6,1.74,6,0.26,1,48568,7,24752,6,27.63,3,29.91,7,9.96,5,2.51,5,28.33,3,80.69,6,28.4,5,121.38,5,27.1,8
41630,2018,경기도 양주시,101.27,4,2.15,8,2.42,7,,,6.14,4,31.52,5,,,99.01,3,2.26,8,31143,5,62242,10,19.98,4,20.16,4,,,155882,5,308798,5,390.82,5,6.68,6,40.98,7,2.25,4,35.3,6,1447.29,6,0.32,6,0,1,173433551.8,5,54.51,5,3.63,6,3.78,6,2.57,7,1.06,2,34748,6,16106,5,51.46,5,17.65,6,7.59,4,2.88,5,37.03,4,84.04,6,27.1,5,130.16,5,53.66,12
41650,2018,경기도 포천시,157.3,5,-1.26,10,0.2,6,,,7.67,5,37.75,5,,,163.64,5,-1.47,10,25384,5,52612,10,21.15,5,24.29,5,,,120043,5,216588,4,603.79,6,5.28,6,47.94,7,2.13,3,27.28,6,1650.53,6,0.15,3,0.26,6,125982496.6,4,74.69,6,2.41,6,2.33,5,3.14,7,1.25,3,43613,6,17269,6,53.81,5,11.48,5,8.16,5,2.15,4,40.65,5,73.05,5,30.4,6,136.07,5,40.68,10
41730,2018,경기도 여주시,167.15,5,-0.14,10,0.56,7,,,8.57,5,37.19,5,,,170.7,5,-0.41,10,21240,4,43918,8,27.18,5,28.63,5,,,78149,3,153404,3,377.91,5,6.83,6,20.24,6,2.87,5,34.59,6,1860.62,6,0.19,4,0.24,5,92667136.07,2,55.79,5,3.98,6,4.03,6,0.98,5,0.1,1,8532,2,8394,4,32.17,3,12.8,6,11.88,5,4.13,6,30.33,4,65.62,5,31.6,6,137.05,5,23.34,8
41800,2018,경기도 연천군,219.63,6,-1.54,10,-1.38,10,,,12.47,6,54.74,6,,,222.73,6,-1.76,10,10182,1,21222,2,35.65,6,36.27,6,,,28565,1,58516,1,320.68,5,6.83,6,19.57,6,3.27,5,20.95,5,1798.4,6,0.12,2,0.31,6,25597339.51,1,35.8,4,0.26,1,4.66,6,-3.02,10,-2.73,1,2801,1,3489,1,69.04,6,8.7,5,2.78,1,1.3,2,55.78,5,73.25,5,29.8,5,138.6,5,30.42,10
41820,2018,경기도 가평군,232.47,6,0.48,8,0.69,7,,,11.76,6,37.76,5,,,243.57,6,-0.09,10,13809,3,29604,6,34.34,6,35.21,6,,,40208,1,84078,1,427.65,6,6.83,6,6.79,2,3.44,5,25.65,5,1829.78,6,0.17,4,0.27,6,45806455.58,1,47.49,5,5.12,7,6.85,7,4.17,7,12.82,7,8159,2,6606,3,34.98,4,16.76,6,17.11,6,4.33,6,35,4,62.18,5,36.6,6,157.96,6,26.7,8
41830,2018,경기도 양평군,209.37,6,1.2,8,1.59,7,,,10.97,6,29.25,5,,,210.98,6,0.86,8,25508,5,53804,10,34.75,6,35.19,6,,,73403,3,152884,3,240.14,4,6.51,6,5.23,1,4.52,6,24.26,5,1451.41,6,0.27,5,0.36,6,96388155.84,3,37.05,4,2.38,6,4.25,6,-1.21,10,5,6,6117,1,7602,3,35.53,4,24.99,7,12.02,5,4.19,6,34.63,4,45.78,4,39.5,6,144.55,6,19.8,6
42110,2018,강원도 춘천시,127.25,4,0.06,10,0.44,7,,,7.53,5,45.98,6,,,128.11,4,0.04,10,44699,6,91064,12,21.79,5,22.82,5,,,205159,6,399136,6,395.16,5,7.71,6,6.47,2,5.74,6,30.09,6,1118.31,5,0.31,5,0.36,6,245825158.8,6,50.74,5,3.24,6,7.04,7,2.05,6,7.03,7,16135,5,21287,6,55.31,5,9.58,5,7.01,4,6.84,6,49.85,5,70.69,5,31.6,6,125.57,5,44.88,12
42130,2018,강원도 원주시,101.89,4,0.76,8,0.83,7,,,6.67,4,35.38,5,,,102.12,3,0.8,8,46538,6,94400,12,18.47,4,18.83,4,,,251955,6,501300,6,419.45,5,6.88,6,13.19,5,8.28,6,25.57,5,1212.96,5,0.43,6,0.24,5,310010120.5,6,58.97,5,3.1,6,3.9,6,1.09,6,4.96,6,20290,5,27536,6,52.99,5,14.85,6,12.03,5,5.66,6,47.38,5,77.06,6,31,6,138.93,5,27.88,10
42150,2018,강원도 강릉시,174.07,5,-0.18,10,-0.18,10,,,9.5,5,41.27,6,,,175.09,5,-0.47,10,40281,6,82428,12,26.48,5,27.81,5,,,152106,5,296408,5,400,5,5.49,6,8.01,3,4.86,6,22.43,5,1183.39,5,0.32,6,0.3,6,174913969,5,60.16,5,2.13,5,1.52,4,-0.88,1,2.16,5,15614,4,19524,6,64.85,5,7.97,5,12.91,6,5.61,6,57.46,5,75.43,6,30.7,6,141.46,5,41.76,12
42170,2018,강원도 동해시,139.43,5,-1.49,10,-1.48,10,,,9.98,5,40.28,6,,,142.75,5,-1.7,10,16115,3,33052,6,26.79,5,26.16,5,,,60157,2,126338,2,354.72,5,7.79,6,9.83,4,4.07,5,21.19,5,942.68,5,0.41,6,0.06,1,72512089.15,1,54.96,5,1.07,3,1.46,3,0.25,1,2.78,5,5016,1,7537,3,69.84,6,6.83,4,16.55,6,1.57,3,60.81,6,85.4,6,29.2,5,152.16,6,55.98,12
42190,2018,강원도 태백시,191.24,5,-1.99,10,-2.78,10,,,12.74,6,47.3,6,,,199.92,5,-2.24,10,9524,1,19880,2,32.86,6,33.19,6,,,28984,1,59892,1,408.73,5,5.36,6,6.51,2,4.18,5,29.64,6,713.25,4,0.13,3,0.18,5,38997429.48,1,58.34,5,-0.93,1,-0.67,1,-5.28,10,0,1,2617,1,4265,1,80.26,6,7.11,4,19.92,6,0.74,1,69.54,6,87.92,6,27.3,5,173.78,6,69.44,12
42210,2018,강원도 속초시,142.75,5,-0.52,10,-0.39,10,,,9.63,5,55.31,6,,,145.56,5,-0.72,10,13607,3,27904,6,24.66,5,24,5,,,55173,2,116290,2,387.2,5,5.26,6,6.95,2,5.77,6,22.59,5,1286.91,5,0.42,6,0.17,4,66322254.95,1,67.62,6,3.45,6,4.62,6,2.17,7,8.06,7,7924,2,8238,4,72.57,6,8.82,5,15.04,6,10.92,7,65.44,6,83.93,6,30.1,5,155.15,6,45.52,12
42230,2018,강원도 삼척시,223.56,6,0.19,10,0.03,1,,,12.92,6,49.98,6,,,230.13,6,-0.27,10,14842,3,30962,6,31.99,6,33.57,6,,,46400,1,92236,1,425.88,6,5.27,6,7.4,2,3.2,5,18.39,5,1206.3,5,0.32,6,0.19,5,52711119.51,1,47.95,5,0.83,2,2.76,5,-0.86,1,5.31,6,4761,1,6426,2,57.35,5,11.98,6,21.42,6,4.38,6,54.25,5,80.51,6,31.6,6,172.27,6,47.86,12
42720,2018,강원도 홍천군,231.6,6,-0.11,10,0.01,1,,,12.48,6,28.29,5,,,238.22,6,-0.56,10,15751,3,32812,6,35.3,6,35.16,6,,,44625,1,93312,1,365.04,5,5.02,5,10.25,4,3.52,5,17.77,4,1200.15,5,0.23,5,0,1,43800054.25,1,47.91,5,2.56,6,1.24,3,2.88,7,2.86,5,5418,1,6003,2,52.65,5,11.83,6,15.08,6,6.27,6,47.26,5,63,5,34.5,6,155.9,6,42.16,12
42730,2018,강원도 횡성군,308.29,6,1.71,8,2.09,7,,,13.13,6,33.96,5,,,315.3,6,0.96,8,11752,2,24890,4,41.16,6,41.03,6,,,28552,1,60668,1,384.58,5,4.1,5,23.54,6,2.85,4,16.38,4,1142.78,5,0.31,6,0,1,29807486.2,1,54.64,5,3.57,6,7.01,7,4.23,7,4.38,6,4230,1,3833,1,27.19,3,17.21,6,17,6,5.8,6,29.73,3,60.26,5,36.1,6,157.02,6,20.3,6
42750,2018,강원도 영월군,327.25,6,-0.19,10,-0.47,10,,,15.31,6,34.51,5,,,337.2,6,-0.84,10,10040,1,21338,2,42.45,6,41.2,6,,,23654,1,51794,1,410.37,5,4.07,5,12.7,5,1.9,3,19.95,5,908.31,5,0.23,5,0.01,1,28676313.26,1,46.11,5,2,5,4.13,6,-1.12,10,1.26,3,2436,1,3666,1,54.25,5,11.12,5,16.65,6,7.9,7,47.56,5,73.36,5,33.2,6,169.98,6,39.66,10
42760,2018,강원도 평창군,278.92,6,-0.52,10,-0.59,10,,,13.56,6,30.63,5,,,289.37,6,-1.12,10,10080,1,21350,2,38.28,6,37.79,6,,,26331,1,56492,1,427.08,6,3.67,5,5.59,1,3.42,5,14.82,4,1917.44,6,0.1,1,0.27,6,29475510.87,1,53.53,5,3.13,6,1.65,4,3.43,7,2.33,5,5722,1,4508,1,46.86,5,10.01,5,35.24,7,5.82,6,41.57,5,60.87,5,36.7,6,190.89,6,34.14,10
42770,2018,강원도 정선군,274.3,6,-0.57,10,-1.17,10,,,13.84,6,36.1,5,,,289.61,6,-1.24,10,8805,1,19016,2,37.36,6,38.17,6,,,23565,1,49818,1,499.79,6,5.21,5,5.69,1,2.34,4,29.59,6,1801.75,6,0.34,6,0.12,3,28460962.45,1,48.86,5,2.13,5,2.08,5,3.24,7,4.08,6,3963,1,3791,1,44.76,4,6,4,17.2,6,3.5,5,40.35,5,75.88,6,31.3,6,171.04,6,44.82,12
42780,2018,강원도 철원군,167.57,5,-1.52,10,-0.95,10,,,10.89,6,44.1,6,,,174.26,5,-1.64,10,8990,1,18928,2,29.98,5,30.03,5,,,29991,1,63036,1,279.75,4,5.24,5,10.77,4,2.65,4,12.14,3,851.53,4,0.23,5,0.11,3,24361355.55,1,38.37,4,1.95,5,4.89,6,1.12,6,0,1,2247,1,3599,1,64.5,5,2.8,1,6.61,4,5.72,6,55.22,5,70.72,5,30.3,5,138.3,5,33,10
42790,2018,강원도 화천군,172.07,5,-3.71,10,-2.74,10,,,11.04,6,37.16,5,,,177.62,5,-3.6,10,4849,1,10128,2,29.78,5,29.5,5,,,16283,1,34338,1,332.12,5,4.36,5,5.81,1,1.81,3,11.31,3,844.04,4,0.28,5,0,1,12442099.42,1,36.32,4,4.83,7,3.85,6,8.09,7,-4.69,10,1874,1,2170,1,50.74,5,7.72,4,7.38,4,6.63,6,46.91,5,70.04,5,32.2,6,158.51,6,28.64,10
42800,2018,강원도 양구군,145.67,5,-1.75,10,-1.14,10,,,9.85,5,46.05,6,,,150.14,5,-1.79,10,4108,1,8648,2,27.07,5,26.68,5,,,15173,1,32408,1,323.99,5,4.3,5,8.15,3,2.62,4,14.15,4,716.84,4,0.22,5,0,1,11765111.01,1,36.14,4,3,6,7.48,7,-4.21,10,-5.81,10,1395,1,1955,1,53.33,5,6.62,4,2.1,1,4.79,6,47.75,5,70.08,5,32.3,6,144.5,6,39.14,10
42810,2018,강원도 인제군,148.16,5,-1.39,10,-0.49,10,,,10.33,5,34.07,5,,,152.37,5,-1.37,10,5768,1,12028,2,27.85,5,27.12,5,,,20712,1,44350,1,364.02,5,4.3,5,7.02,2,2.94,5,13.89,4,869.12,4,0.59,6,0.04,1,18215398.72,1,50.35,5,2.18,5,0.36,1,2.59,7,6.98,7,2412,1,3276,1,38.09,4,5.7,3,9.75,5,7.11,6,32.27,4,62.64,5,34.1,6,147.9,6,51.68,12
42820,2018,강원도 고성군,335.28,6,-5.93,10,-1.73,10,,,14.46,6,44.73,6,,,345.25,6,-6.28,10,7014,1,14832,2,36.88,6,39.91,6,,,19021,1,37160,1,454.13,6,3.84,5,9.8,4,1.57,2,14.82,4,1301.92,5,0.16,4,0.24,5,17621055.99,1,44.31,5,3.38,6,11.31,7,1.04,5,17.69,7,3100,1,2873,1,69.88,6,6.23,4,15.05,6,9.24,7,60.02,6,64.55,5,36,6,164.64,6,45.88,12
42830,2018,강원도 양양군,334.7,6,0.97,8,0.34,7,,,14.47,6,47.68,6,,,339.6,6,0.51,9,7273,1,15112,2,44.91,6,43.01,6,,,16196,1,35132,1,507.99,6,4.53,5,7.82,3,2.66,4,13.79,4,1417.86,6,0.43,6,0.77,7,18312162.41,1,57.78,5,3.63,6,8.6,7,5.77,7,2.99,5,3669,1,3911,1,43.37,4,9.81,5,26.81,7,10.31,7,39.52,4,62.23,5,37.7,6,176.87,6,20.14,6
