시군구코드,읍면동코드,연도,시군구명,읍면동명,인구변화율(인구총조사),인구변화율(인구총조사)등급,노령화지수(인구총조사),노령화지수(인구총조사)등급,종사자수(천명당),종사자수(천명당)등급,사업체당종사자수,사업체당종사자수등급,제조업종사자비율,제조업종사자비율등급,도소매업종사자수(천명당),도소매업종사자수(천명당)등급,소형주택비율,소형주택비율등급,노후주택비율,노후주택비율등급,신규주택비율,신규주택비율등급,인구변화율(주민등록인구통계),인구변화율(주민등록인구통계)등급,노령화지수(주민등록인구통계),노령화지수(주민등록인구통계),고령인구수(인구총조사),고령인구수(인구총조사)등급,고령인구수(주민등록인구통계),고령인구수(주민등록인구통계)등급,노년부양비(인구총조사),노년부양비(인구총조사),노년부양비(주민등록인구통계),노년부양비(주민등록인구통계)등급,경제활동인구(인구총조사),경제활동인구(인구총조사)등급,경제활동인구(주민등록인구통계),경제활동인구(주민등록인구통계)등급,총사업체수증감율,총사업체수증감율등급,총종사자수증감율,총종사자수증감율등급,고차산업종사자비율,고차산업종사자비율등급,주요산업별종사자수,주요산업별종사자수등급,총사업체수,총사업체수등급,부동산공시지가,부동산공시지가등급,접도율,접도율등급,노후건축물비율,노후건축물비율등급,도소매업체증감율,도소매업체증감율등급,제조업체증감율,제조업체증감율등급,기초생활수급자(천인당),기초생활수급자(천인당)등급
50110,39010130,2022,제주특별자치도 제주시,구좌읍,,,,,387.621091,5,2.668222119,5,10.75550892,5,50.64690202,5,60.92605717,3,94.2455243,3,15.92251358,7,-0.103916347,6,302.1802326,6,,,4158,4,,,42.2260587,6,,,9847,5,2.853572172,6,7.675636626,7,2.34347674,5,1907,5,2143,6,54205.12878,4,20.51313952,5,83.01641052,4,-2.372881356,5,7.142857143,6,,
50110,39010140,2022,제주특별자치도 제주시,조천읍,,,,,391.5774779,5,3.121770026,5,17.87894465,6,58.94214363,5,58.85174419,3,91.5625,3,21.56976744,8,0.978933354,6,155.5113288,7,,,5079,3,,,29.11769764,7,,,17443,7,6.036615537,7,-1.290322581,5,1.427832385,3,2119,6,3096,7,78225.56279,5,21.78717599,5,80.36847243,4,-5.431309904,5,3.743315508,6,,
50110,39010310,2022,제주특별자치도 제주시,한경면,,,,,202.0627236,5,1.783281734,3,5.497685185,5,25.15259945,5,61.61834704,3,92.13406293,3,25.40025963,8,2.227003765,6,293.2222222,6,,,2639,5,,,44.25624686,6,,,5963,5,-0.609951846,5,3.783783784,6,3.703703704,5,615,5,969,5,37862.1171,4,23.69059369,5,83.29133553,4,2.877697842,6,3.125,6,,
50110,39010320,2022,제주특별자치도 제주시,추자면,,,,,248.41169,5,2.367088608,3,2.139037433,3,36.21346887,5,72.85223368,6,94.08450704,3,0,3,-0.756620429,5,700,5,,,609,8,,,69.36218679,4,,,878,4,5.097613883,7,1.295336788,6,2.941176471,5,107,3,158,3,40105.64185,4,22.36455831,5,81.76100629,4,-5.263157895,5,0,5,,
50110,39010330,2022,제주특별자치도 제주시,우도면,,,,,490.9963986,5,1.989690722,3,0,3,37.81512605,5,74.38423645,6,91.68704156,3,7.389162562,5,-1.536643026,5,398.2142857,6,,,446,8,,,40.25270758,6,,,1108,4,-1.863354037,5,3.807106599,6,1.554404145,3,376,5,388,3,75162.34206,5,33.67447353,7,76.05263158,5,-3.703703704,5,0,5,,
50110,39010510,2022,제주특별자치도 제주시,일도1동,,,,,1222.752931,7,1.973011364,3,4.571634269,3,594.4420321,10,61.5819209,3,89.21933086,4,2.542372881,5,-4.280964256,5,570.4,5,,,713,8,,,48.66894198,5,,,1465,4,7.182320442,7,-4.542372881,4,8.891288697,8,1369,5,1408,5,1132091.238,6,12.73712737,3,73.11320755,5,-3.673938002,5,7.843137255,6,,
50110,39010520,2022,제주특별자치도 제주시,일도2동,,,,,243.0444716,5,2.551846591,5,1.711661564,3,46.13025381,5,70.10199745,5,36.30952381,9,1.38121547,3,-1.504269289,5,133.8603115,7,,,5673,2,,,25.73722893,7,,,22042,8,-3.627652293,4,-2.559598494,5,4.870581687,6,1474,5,2816,7,689612.6195,5,13.73961219,4,84.13821815,4,-7.096774194,5,18.18181818,7,,
50110,39010530,2022,제주특별자치도 제주시,이도1동,,,,,607.2594333,6,2.822249845,5,2.994935036,3,115.942029,6,66.03325416,5,76.89039932,5,2.850356295,5,1.807789446,6,184.5671267,7,,,1471,7,,,27.28621777,7,,,5391,5,-2.560553633,5,2.943780434,6,6.738603832,7,1199,5,1609,6,700395.1109,5,15.85866886,4,68.63711002,5,-11.28747795,4,1.408450704,6,,
50110,39010540,2022,제주특별자치도 제주시,이도2동,,,,,598.3395246,6,3.972114317,6,1.52282491,3,75.37096807,6,71.82038182,6,64.96598639,6,5.438289863,5,-0.470745111,6,93.8790346,7,,,6457,1,,,17.97205522,7,,,35928,10,-4.112038141,4,-1.507000368,5,6.943522755,7,5138,7,7208,10,847601.0894,5,17.63838364,4,84.07014441,4,-6.198083067,5,-4,5,,
50110,39010550,2022,제주특별자치도 제주시,삼도1동,,,,,349.3072905,5,2.767733836,5,1.315491041,3,55.34105534,5,59.58197611,3,87.10711995,4,2.280130293,5,-1.821019771,5,170.9616593,7,,,2720,5,,,30.56866712,7,,,8898,5,-2.660364619,5,-3.714524207,5,8.573372647,8,813,5,1593,6,662430.7225,5,18.67007673,4,80.26004728,4,2.023121387,6,0,5,,
50110,39010560,2022,제주특별자치도 제주시,삼도2동,,,,,517.8845171,5,2.97394636,5,3.375418707,3,88.40061318,6,69.23698022,5,78.55029586,5,7.105369398,5,-1.596480201,5,220.3389831,7,,,1690,7,,,31.46527648,6,,,5371,5,1.659221442,6,-10.21040975,4,2.344756506,5,1046,5,1305,5,512789.8095,5,11.38679663,3,69.61130742,5,-5,5,1.785714286,6,,
50110,39010570,2022,제주특별자치도 제주시,용담1동,,,,,365.9642962,5,2.195692884,3,5.884861407,5,66.43254317,5,62.80056577,3,85.27315914,4,2.310231023,5,-0.073110104,6,253.7704918,6,,,1548,7,,,33.10521814,6,,,4676,4,-2.757078987,5,-26.22418879,4,4.008528785,5,454,5,1068,5,434920.4982,5,18.00726518,4,79.46188341,4,-9.278350515,4,3.174603175,6,,
50110,39010580,2022,제주특별자치도 제주시,용담2동,,,,,585.0604796,6,5.186571982,7,1.44386358,3,68.47280187,5,66.95941135,5,74.23664122,5,0.522193211,3,-2.03049203,5,204.5454545,7,,,3105,5,,,32.6361152,6,,,9514,5,-4.043126685,4,-3.769633508,5,0.933532487,3,2049,6,1549,6,329322.654,5,17.65029326,4,79.76128697,4,-5.18134715,5,22.22222222,8,,
50110,39010590,2022,제주특별자치도 제주시,건입동,,,,,517.4825175,5,4.442771084,6,1.853107345,3,75.5695917,6,76.97961911,6,37.55074425,9,8.152355496,5,0.135531963,6,225.7019438,7,,,2090,6,,,35.72649573,6,,,5850,5,-1.274697259,5,-6.955992699,4,1.627118644,3,1088,5,996,5,318642.6278,5,10.29126214,3,79.11646586,4,-8.881578947,4,0,5,,
50110,39010600,2022,제주특별자치도 제주시,화북동,,,,,358.4834203,5,3.156504854,5,12.90600394,5,78.35381249,6,90.40927022,8,88.62443122,4,3.353057199,5,-1.008081313,5,95.67027477,7,,,3447,5,,,20.62342946,7,,,16714,7,-4.046242775,4,-4.216325613,4,2.645177165,5,1862,5,2575,7,181028.5794,5,14.26171365,4,73.75160051,5,0.983606557,6,-5.333333333,5,,
50110,39010610,2022,제주특별자치도 제주시,삼양동,,,,,244.8080793,5,2.794800371,5,2.823920266,3,34.28376172,5,84.68175389,7,31.47029204,9,11.98019802,6,1.789302829,6,55.51978792,7,,,2932,5,,,16.17565927,7,,,18126,7,-0.348297214,5,1.543307087,6,2.242524917,5,1056,5,2154,6,239370.5472,5,17.11176056,4,69.24675325,5,-0.274725275,6,13.88888889,7,,
50110,39010620,2022,제주특별자치도 제주시,봉개동,,,,,471.1574953,5,3.682662539,6,8.617065994,5,81.02466793,6,80.81023454,7,18.75792142,10,38.00639659,10,0.13300399,6,133.6182336,7,,,938,7,,,25.84022039,7,,,3630,4,-0.185356812,5,0.689375507,5,1.555275326,3,427,5,646,3,56401.1319,4,17.8857416,4,72.6007326,5,0,6,8.695652174,6,,
50110,39010630,2022,제주특별자치도 제주시,아라동,,,,,601.1702481,6,5.775561727,7,4.908860428,3,63.08608222,5,75.44439482,6,65.25423729,6,22.75122823,8,1.333436901,6,55.99825505,7,,,3851,4,,,13.55556338,8,,,28409,9,1.412872841,6,3.936033927,6,2.871880054,5,4107,7,3961,9,255870.2084,5,19.86757796,5,62.18081435,6,1.19474313,6,-7.142857143,5,,
50110,39010640,2022,제주특별자치도 제주시,오라동,,,,,533.771518,6,4.34973822,6,1.649013,3,91.76838811,6,81.3785558,7,79.80769231,5,15.71115974,7,0.496980372,6,57.15233986,7,,,1722,7,,,15.3202847,8,,,11240,6,1.616213443,6,-1.706051873,5,2.961001444,5,1793,5,1910,6,322701.5059,5,19.37752939,5,70.54559329,5,-3.009259259,5,0,5,,
50110,39010650,2022,제주특별자치도 제주시,연동,,,,,546.8370547,6,3.856360212,6,0.51054384,3,67.31426685,5,77.63034788,6,66.98762036,6,5.486093391,5,0.350171537,6,107.1487947,7,,,5156,3,,,15.89150871,7,,,32445,10,-0.10460251,5,-1.865955826,5,9.158712542,8,4653,7,5841,10,1070815.187,6,16.97412247,4,74.64128843,5,-3.996983409,5,-45.45454545,4,,
50110,39010660,2022,제주특별자치도 제주시,노형동,,,,,406.8913508,5,3.82353973,6,0.995504175,3,59.66638536,5,80.09533704,7,80.47673099,5,7.920308012,5,0.492601949,6,69.07822255,7,,,5643,2,,,13.47389031,8,,,41881,10,-1.28443468,5,1.934235977,6,9.835764749,8,3581,6,5701,10,438298.7265,5,23.77021373,5,63.91694725,6,-7.432950192,5,0,5,,
50110,39010670,2022,제주특별자치도 제주시,외도동,,,,,253.0663218,5,2.789556136,5,1.329090228,3,45.40386245,5,85.36155203,7,85.58077437,4,7.231040564,5,0.641888859,6,55.53679131,7,,,2302,6,,,14.41091774,8,,,15974,7,-0.903876238,5,-3.43771273,5,2.152751778,3,1056,5,1915,6,270027.2662,5,22.28538283,5,61.52439024,6,2.680965147,6,-15,4,,
50110,39010680,2022,제주특별자치도 제주시,이호동,,,,,566.8025362,6,4.249560633,6,5.169561621,3,126.1322464,6,82.6910516,7,89.15254237,4,11.69170477,6,-0.942126514,5,145.8661417,7,,,741,8,,,23.3975371,7,,,3167,4,-1.390319258,5,2.204981625,6,1.199338296,3,557,5,569,3,228716.0528,5,18.54947425,4,65.89358799,6,1.764705882,6,-11.76470588,4,,
50110,39010690,2022,제주특별자치도 제주시,도두동,,,,,1076.970067,6,3.047326906,5,5.406960023,5,336.8967624,8,67.58974359,5,73.83100902,5,11.79487179,6,-1.563439567,5,118.9252336,7,,,509,8,,,21.78005991,7,,,2337,4,-0.524475524,5,-1.535883831,5,1.265458729,3,1103,5,1141,5,230732.3328,5,15.17128874,4,66.10526316,6,-2.471169687,5,2.564102564,6,,
50130,39020110,2022,제주특별자치도 서귀포시,대정읍,,,,,273.3806486,5,2.772005772,5,7.166406386,5,45.36878987,5,70.94003987,5,66.85998343,6,13.58687318,6,0.292832365,6,140.3514087,7,,,4633,3,,,32.33528755,6,,,14328,6,-2.311643836,5,-3.320095314,5,5.552663543,6,1471,5,2079,6,64594.64185,5,23.07654043,5,76.9295559,4,-2.5,5,-3.333333333,5,,
50130,39020120,2022,제주특별자치도 서귀포시,남원읍,,,,,271.5428695,5,3.369921597,5,7.952622673,5,56.11417451,5,53.0418251,3,67.56198347,6,11.40684411,6,-0.889412773,5,279.2343387,6,,,4814,3,,,40.25083612,6,,,11960,6,0.873362445,6,5.591759512,6,3.955160745,5,1038,5,1403,5,62825.3211,5,21.1546937,5,82.35752212,4,-0.755667506,6,10,6,,
50130,39020130,2022,제주특별자치도 서귀포시,성산읍,,,,,244.052635,5,2.450138504,3,4.381006218,3,50.75516951,5,64.7642015,5,58.91304348,7,14.84458735,6,-0.470967742,6,294.1219158,6,,,4053,4,,,40.54621849,6,,,9996,5,1.007919366,6,-1.722787784,5,4.041831543,5,1171,5,1444,5,62150.0881,5,24.40360178,5,75.42066687,5,11.30136986,7,-2.857142857,5,,
50130,39020310,2022,제주특별자치도 서귀포시,안덕면,,,,,567.0211052,6,4.066546763,6,3.154946189,3,61.46286451,5,51.8096906,3,76.31874299,5,19.76065382,7,1.521099117,6,193.9724038,7,,,2671,5,,,31.92684676,6,,,8366,5,1.191310441,6,4.762613484,6,2.329352794,5,2585,6,1668,6,70450.45597,5,21.46623148,5,73.6500203,5,8.615384615,7,-11.42857143,4,,
50130,39020320,2022,제주특별자치도 서귀포시,표선면,,,,,372.2656874,5,2.978652435,5,6.920492721,5,57.32077279,5,51.83598531,3,73.34963325,5,13.15789474,6,1.073186476,6,211.8188252,7,,,2993,5,,,36.85960591,6,,,8120,5,1.707317073,6,-1.186692096,5,2.597984323,5,1441,5,1499,5,57290.97699,5,22.44960124,5,72.6744186,5,1.474926254,6,10.25641026,6,,
50130,39020510,2022,제주특별자치도 서귀포시,송산동,,,,,383.9651639,5,3.239179954,5,0.984528833,3,48.41188525,5,67.30769231,5,63.44827586,6,6.501831502,5,-1.909547739,5,293.7677054,6,,,1037,7,,,41.24900557,6,,,2514,4,2.111716621,6,-3.102779573,5,7.454289733,7,454,5,439,3,307029.0414,5,17.68194934,4,84.99789296,4,-24.54545455,4,0,5,,
50130,39020520,2022,제주특별자치도 서귀포시,정방동,,,,,751.8726592,6,2.522435897,5,0.571791614,3,102.0599251,6,66.25659051,5,63.54453627,6,0,3,0,6,343.6708861,6,,,543,8,,,37.83972125,6,,,1435,4,-7.578947368,4,-1.953601954,5,2.795425667,5,839,5,624,3,1223873.673,6,4.072727273,2,91.80497925,3,-10.73825503,4,40,9,,
50130,39020530,2022,제주특별자치도 서귀포시,중앙동,,,,,1073.634945,6,2.343406593,3,3.516998828,3,302.3400936,8,57.68822906,3,69.18918919,6,0,3,-2.908209633,5,370.9163347,6,,,931,7,,,46.02076125,6,,,2023,4,-5.31107739,4,-2.548853016,5,6.41852286,7,1022,5,1456,5,903804.9577,5,7.980652963,3,89.81900452,3,-0.74906367,6,-3.389830508,5,,
50130,39020540,2022,제주특별자치도 서귀포시,천지동,,,,,464.0692641,5,2.656996587,5,0,3,76.19047619,6,65.63981043,5,67.97385621,6,6.872037915,5,0.756033731,6,365.4166667,6,,,877,7,,,37.35093697,6,,,2348,4,-1.421800948,5,-29.68954963,4,12.07450225,9,548,5,586,3,344157.272,5,8.915365653,3,85.66256336,4,0,6,0,5,,
50130,39020550,2022,제주특별자치도 서귀포시,효돈동,,,,,275.2777255,5,3.050997783,5,6.540697674,5,69.66672943,5,66.97877653,5,91.43730887,3,7.740324594,5,-0.319069069,6,239.543058,7,,,1363,7,,,40.33737792,6,,,3379,4,-6.08974359,4,10.84154663,7,2.61627907,5,370,5,451,3,139150.9062,5,22.91426928,5,87.10344828,3,-0.757575758,6,7.692307692,6,,
50130,39020560,2022,제주특별자치도 서귀포시,영천동,,,,,726.1410788,6,5.187586207,7,7.551183196,5,146.5484723,6,57.32876712,3,94.11764706,3,8.219178082,5,1.902748414,6,272.0558882,6,,,1363,7,,,39.64514252,6,,,3438,4,2.267573696,6,1.744186047,6,0.558362138,3,777,5,725,5,115384.7767,5,20.07320049,5,78.6637931,4,-3.50877193,5,-1.587301587,5,,
50130,39020570,2022,제주특별자치도 서귀포시,동홍동,,,,,274.8575317,5,2.679419525,5,2.166420483,3,64.0044229,5,86.69879518,8,91.42280525,3,11.74698795,6,1.349079781,6,106.6350711,7,,,3600,4,,,21.76804934,7,,,16538,7,0.276625173,5,-5.649635036,4,5.563761694,6,1505,5,2274,6,318433.8333,5,19.65103983,5,75.17166606,5,-5.614973262,5,60,10,,
50130,39020580,2022,제주특별자치도 서귀포시,서홍동,,,,,431.8404416,5,5.344355758,7,1.066780457,3,45.76618289,5,81.18644068,7,89.54041204,4,15.14124294,7,1.436054913,6,80.90774544,7,,,1640,7,,,21.68164992,7,,,7564,5,-2.024989229,5,-4.489956676,4,1.578835076,3,2048,6,877,5,132752.9819,5,23.09160305,5,78.32512315,4,-0.947867299,6,0,5,,
50130,39020590,2022,제주특별자치도 서귀포시,대륜동,,,,,405.0121779,5,4.103633917,6,0.721548049,3,57.94128958,5,74.49074074,6,83.11063602,4,11.8287037,6,1.807504078,6,114.9331032,7,,,2663,5,,,25.07060817,7,,,10622,6,-3.200883002,4,4.119294777,6,11.11839948,9,1146,5,1486,5,211975.3972,5,23.43406044,5,78.21625888,4,6.02006689,7,-42.85714286,4,,
50130,39020600,2022,제주특별자치도 서귀포시,대천동,,,,,209.4085242,5,2.453296703,3,1.082493468,3,28.63148739,5,73.75988497,6,79.96146435,5,2.372393961,5,-0.202546296,6,95.92841163,7,,,2144,6,,,22.76733567,7,,,9417,5,9.345106696,8,-5.895765472,4,8.249346771,7,798,5,1092,5,94330.25918,5,21.79128597,5,81.46206897,4,20.49689441,9,0,5,,
50130,39020610,2022,제주특별자치도 서귀포시,중문동,,,,,332.5475532,5,2.947845805,5,2.461538462,3,58.44578117,5,81.35309586,7,77.31958763,5,15.77814965,7,3.005944905,6,129.4808405,7,,,2095,6,,,24.39166376,7,,,8589,5,1.770736253,6,1.564051639,6,6.256410256,6,1575,5,1323,5,149559.6083,5,17.93662769,4,77.23577236,4,1.302931596,6,21.73913043,8,,
50130,39020620,2022,제주특별자치도 서귀포시,예래동,,,,,890.3225806,6,7.594654788,9,0.293255132,3,93.41935484,6,50.93457944,3,79.87444609,5,7.165109034,5,-1.37439552,5,307.5,6,,,984,7,,,38.27304551,6,,,2571,4,2.717391304,6,11.94029851,8,1.026392962,3,2054,6,449,3,81056.73842,5,19.48453608,5,79.58579882,4,-8.653846154,4,-100,4,,
11110,11010530,2023,서울특별시 종로구,사직동,,,,,,,,,,,,,10.22880215,7,44.68371467,7,,,-0.979421151,5,240.2075227,7,,,1852,6,,,29.05098039,7,,,6375,5,,,,,,,,,,,8149015.87,10,19.91065731,5,46.51324965,7,,,,,,
11110,11010540,2023,서울특별시 종로구,삼청동,,,,,,,,,,,,,6.754221388,8,44.84052533,7,,,-3.560703561,5,364.0718563,6,,,608,8,,,41.27630686,6,,,1473,4,,,,,,,,,,,6473891.733,10,24.06015038,5,46.51866801,7,,,,,,
11110,11010550,2023,서울특별시 종로구,부암동,,,,,,,,,,,,,3.316326531,8,79.25170068,4,,,-1.68812899,5,247.4240423,7,,,1873,6,,,29.01626646,7,,,6455,5,,,,,,,,,,,1751726.956,6,30.39404795,6,79.16385705,4,,,,,,
11110,11010560,2023,서울특별시 종로구,평창동,,,,,,,,,,,,,2.815315315,8,85.97972973,4,,,-1.562588462,5,208.7507196,7,,,3626,5,,,30.15635396,7,,,12024,6,,,,,,,,,,,2167052.736,7,37.78017241,8,84.74885845,4,,,,,,
11110,11010570,2023,서울특별시 종로구,무악동,,,,,,,,,,,,,6.432748538,8,47.95321637,7,,,-0.772778262,5,148.7229862,7,,,1514,7,,,27.88727206,7,,,5429,5,,,,,,,,,,,2605942.181,7,16.66666667,4,54.32098765,6,,,,,,
11110,11010580,2023,서울특별시 종로구,교남동,,,,,,,,,,,,,24.10623085,6,77.93667007,4,,,-1.028932355,5,149.6910856,7,,,1696,7,,,24.62968342,7,,,6886,5,,,,,,,,,,,3278870.49,8,25.35211268,6,78.27835881,4,,,,,,
11110,11010600,2023,서울특별시 종로구,가회동,,,,,,,,,,,,,15.64537158,7,41.19947849,7,,,-2.05531591,5,277.7777778,7,,,850,8,,,31.43491124,7,,,2704,4,,,,,,,,,,,5259226.306,10,25.81509603,6,42.90687554,7,,,,,,
11110,11010610,2023,서울특별시 종로구,종로1·2·3·4가동,,,,,,,,,,,,,4.421768707,8,21.76870748,9,,,-0.668846611,5,620.7142857,5,,,1738,7,,,37.25616292,6,,,4665,4,,,,,,,,,,,13463830.69,10,13.37003539,4,41.88258445,7,,,,,,
11110,11010630,2023,서울특별시 종로구,종로5·6가동,,,,,,,,,,,,,17.67123288,6,66.30136986,5,,,1.58490566,6,436.7346939,6,,,1070,7,,,26.29638732,7,,,4069,4,,,,,,,,,,,7605769.112,10,23.14666667,5,66.68418287,5,,,,,,
11110,11010640,2023,서울특별시 종로구,이화동,,,,,,,,,,,,,25.66137566,5,79.36507937,4,,,-2.844669765,5,446.1038961,6,,,1374,7,,,26.33697527,7,,,5217,5,,,,,,,,,,,4173010.492,9,27.27898177,6,77.66615147,4,,,,,,
11110,11010670,2023,서울특별시 종로구,창신1동,,,,,,,,,,,,,14.7505423,7,72.88503254,5,,,-2.69048644,5,659.2391304,5,,,1213,7,,,38.8284251,6,,,3124,4,,,,,,,,,,,6511013.333,10,16.6951567,4,75.28409091,4,,,,,,
11110,11010680,2023,서울특별시 종로구,창신2동,,,,,,,,,,,,,22.60416667,6,85.52083333,4,,,-2.543472619,5,627.090301,5,,,1875,6,,,35.13868066,6,,,5336,5,,,,,,,,,,,2846460.249,7,28.11127379,6,85.85858586,3,,,,,,
11110,11010690,2023,서울특별시 종로구,창신3동,,,,,,,,,,,,,10.60070671,7,82.68551237,4,,,-1.612653125,5,275.5741127,7,,,1320,7,,,29.03651562,7,,,4546,4,,,,,,,,,,,3002354.475,8,32.5617284,7,83.79888268,4,,,,,,
11110,11010700,2023,서울특별시 종로구,숭인1동,,,,,,,,,,,,,7.371794872,8,77.40384615,4,,,0.225342347,6,367.6217765,6,,,1283,7,,,30.91566265,7,,,4150,4,,,,,,,,,,,3242476.703,8,26.71919771,6,80.29375765,4,,,,,,
11110,11010710,2023,서울특별시 종로구,숭인2동,,,,,,,,,,,,,12.79461279,7,69.52861953,5,,,0.142755175,6,560.3833866,6,,,1754,7,,,22.62058292,7,,,7754,5,,,,,,,,,,,4787668.125,9,29.66631908,6,74.83930211,4,,,,,,
11110,11010720,2023,서울특별시 종로구,청운효자동,,,,,,,,,,,,,13.24728261,7,63.31521739,5,,,-2.399380805,5,193.0357143,7,,,2162,6,,,26.80054543,7,,,8067,5,,,,,,,,,,,4094063.055,9,26.66666667,6,59.46760422,6,,,,,,
11110,11010730,2023,서울특별시 종로구,혜화동,,,,,,,,,,,,,12.84461153,7,75.62656642,5,,,-1.697330112,5,271.0976838,7,,,2692,6,,,22.09455023,7,,,12184,6,,,,,,,,,,,4657415.254,9,27.73955774,6,72.61756138,5,,,,,,
11140,11020520,2023,서울특별시 중구,소공동,,,,,,,,,,,,,21.875,6,34.375,8,,,-2.629233512,5,119.7424893,7,,,279,8,,,16.67662881,7,,,1673,4,,,,,,,,,,,15106907.43,10,8.758664146,3,70.07722008,5,,,,,,
11140,11020540,2023,서울특별시 중구,회현동,,,,,,,,,,,,,14.38848921,7,65.10791367,5,,,-3.301056338,5,493.8223938,6,,,1279,7,,,44.78291317,6,,,2856,4,,,,,,,,,,,13750174.11,10,10.65730696,3,75.2293578,4,,,,,,
11140,11020550,2023,서울특별시 중구,명동,,,,,,,,,,,,,14.71861472,7,67.96536797,5,,,-5.257393209,5,675.7009346,5,,,723,8,,,40.9631728,6,,,1765,4,,,,,,,,,,,26368062.11,10,18.04958678,4,76.02040816,4,,,,,,
11140,11020570,2023,서울특별시 중구,필동,,,,,,,,,,,,,16.90140845,6,76.61971831,4,,,0.981625975,6,378.2608696,6,,,870,7,,,29.87637363,7,,,2912,4,,,,,,,,,,,6297634.135,10,28.4148398,6,75.69506726,4,,,,,,
11140,11020580,2023,서울특별시 중구,장충동,,,,,,,,,,,,,13.58267717,7,80.70866142,4,,,-0.503172172,6,387.7729258,6,,,888,7,,,25.88166715,7,,,3431,4,,,,,,,,,,,4891767.922,10,22.85714286,5,80.41958042,4,,,,,,
11140,11020590,2023,서울특별시 중구,광희동,,,,,,,,,,,,,12.3655914,7,54.30107527,6,,,11.30334487,8,558.4158416,6,,,1128,7,,,25.29147982,7,,,4460,4,,,,,,,,,,,8846573.355,10,14.68771448,4,67.48193441,5,,,,,,
11140,11020600,2023,서울특별시 중구,을지로동,,,,,,,,,,,,,2.284263959,8,40.86294416,7,,,82.29981939,10,292.8994083,6,,,495,8,,,20.93908629,7,,,2364,4,,,,,,,,,,,12461674.45,10,18.99937978,5,64.19612315,5,,,,,,
11140,11020650,2023,서울특별시 중구,신당5동,,,,,,,,,,,,,34.38113949,4,81.13948919,4,,,-0.186640472,6,282.1997106,6,,,1950,6,,,25.93085106,7,,,7520,5,,,,,,,,,,,4976946.686,10,20.4610951,5,82.24852071,4,,,,,,
11140,11020670,2023,서울특별시 중구,황학동,,,,,,,,,,,,,25.87064677,5,73.30016584,5,,,0.737860997,6,242.9398148,7,,,2099,6,,,21.56359153,7,,,9734,5,,,,,,,,,,,6596083.885,10,33.9591386,7,78.39823659,4,,,,,,
11140,11020680,2023,서울특별시 중구,중림동,,,,,,,,,,,,,14.33566434,7,77.27272727,4,,,1.157465234,6,169.4980695,7,,,2195,6,,,25.35227535,7,,,8658,5,,,,,,,,,,,5268150.985,10,13.6627907,4,79.04411765,4,,,,,,
11140,11020690,2023,서울특별시 중구,신당동,,,,,,,,,,,,,29.90543735,5,86.05200946,4,,,-2.638487792,5,476.25,6,,,1524,7,,,27.34613314,7,,,5573,5,,,,,,,,,,,6057705.528,10,21.00903614,5,88.05159538,3,,,,,,
11140,11020700,2023,서울특별시 중구,다산동,,,,,,,,,,,,,14.67038069,7,83.56545961,4,,,-1.142941962,5,391.6223404,6,,,2945,5,,,30.60376182,7,,,9623,5,,,,,,,,,,,4089198.567,9,35.04901961,7,83.47943358,4,,,,,,
11140,11020710,2023,서울특별시 중구,약수동,,,,,,,,,,,,,7.718120805,8,87.91946309,4,,,-1.750533699,5,323.6078431,6,,,4126,4,,,38.5355375,6,,,10707,6,,,,,,,,,,,4463594.045,9,25.75928009,6,88.30645161,3,,,,,,
11140,11020720,2023,서울특별시 중구,청구동,,,,,,,,,,,,,27.07423581,5,86.89956332,4,,,-1.727403591,5,300.9183673,6,,,2949,5,,,32.61446583,7,,,9042,5,,,,,,,,,,,4533839.758,9,21.99058507,5,84.77011494,4,,,,,,
11140,11020730,2023,서울특별시 중구,동화동,,,,,,,,,,,,,32.95019157,5,86.20689655,4,,,-0.857940942,5,225.0542299,7,,,2075,6,,,29.89482783,7,,,6941,5,,,,,,,,,,,4451433.894,9,22.35576923,5,85.83333333,3,,,,,,
11170,11030510,2023,서울특별시 용산구,후암동,,,,,,,,,,,,,43.04347826,3,79.7515528,4,,,-1.979045402,5,253.0240265,7,,,3054,5,,,26.02027775,7,,,11737,6,,,,,,,,,,,4554973.873,9,35.85115865,7,79.84771574,4,,,,,,
11170,11030520,2023,서울특별시 용산구,용산2가동,,,,,,,,,,,,,49.28870293,3,86.52719665,4,,,-1.15350488,5,479.1666667,6,,,2070,6,,,32.29329173,7,,,6410,5,,,,,,,,,,,4473166.956,9,35.30024297,7,86.19698059,3,,,,,,
11170,11030530,2023,서울특별시 용산구,남영동,,,,,,,,,,,,,37.05772812,4,90.87523277,3,,,-3.816901408,5,731.6513761,5,,,1595,7,,,31.79824561,7,,,5016,4,,,,,,,,,,,8561549.803,10,25.73561704,6,88.98305085,3,,,,,,
11170,11030570,2023,서울특별시 용산구,원효로2동,,,,,,,,,,,,,48.47020934,3,88.5668277,4,,,-0.307062436,6,207.7310924,7,,,2472,6,,,24.78443954,7,,,9974,5,,,,,,,,,,,4942023.409,10,20.34968431,5,89.02564103,3,,,,,,
11170,11030580,2023,서울특별시 용산구,효창동,,,,,,,,,,,,,29.52898551,5,81.52173913,4,,,-0.539886438,6,150.9840675,7,,,1611,7,,,20.11989509,7,,,8007,5,,,,,,,,,,,4815302.847,9,25.60553633,6,81.57142857,4,,,,,,
